algorithm,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
mRMR,Vote,4,0.03029752543940783,0.9700277520814062,1,16,0.29781198501586914
mRMR,Vote,5,0.030663852913968625,0.9696577243293246,1,16,0.2633857727050781
mRMR,Vote,2,0.030663852913968625,0.9696577243293246,1,16,0.36124587059020996
mRMR,Vote,6,0.03048068917668817,0.9698427382053655,1,16,0.2698099613189697
mRMR,Vote,3,0.03048068917668817,0.9698427382053655,1,16,0.4225499629974365
mRMR,TicTacToe,29,0.16500065445026169,0.843433682373473,9,9,0.5105128288269043
mRMR,Vote,7,0.03048068917668828,0.9698427382053654,1,16,0.24197602272033691
mRMR,Vote,10,0.03029752543940783,0.9700277520814062,1,16,0.1450650691986084
mRMR,TicTacToe,28,0.1526094568062827,0.8559500436300175,9,9,0.6923792362213135
mRMR,Vote,8,0.03029752543940783,0.9700277520814062,1,16,0.18867182731628418
mRMR,Vote,12,0.030389107308048054,0.9699352451433858,1,16,0.13836097717285156
mRMR,Vote,11,0.03048068917668817,0.9698427382053655,1,16,0.18701529502868652
mRMR,Vote,13,0.03029752543940783,0.9700277520814062,1,16,0.19275593757629395
mRMR,Vote,9,0.030389107308048054,0.9699352451433858,1,16,0.3126389980316162
mRMR,Vote,15,0.030572271045328506,0.9697502312673449,1,16,0.18898415565490723
mRMR,Vote,16,0.030663852913968625,0.9696577243293246,1,16,0.17840790748596191
mRMR,Vote,14,0.027609505087881583,0.9740055504162812,3,16,0.21967816352844238
mRMR,Vote,19,0.03048068917668828,0.9698427382053654,1,16,0.21356892585754395
mRMR,Vote,17,0.03163910730804805,0.9699352451433858,3,16,0.286283016204834
mRMR,Vote,18,0.027609505087881583,0.9740055504162812,3,16,0.25567007064819336
mRMR,Vote,20,0.030297525439408047,0.970027752081406,1,16,0.24681305885314941
mRMR,Vote,23,0.030389107308048054,0.9699352451433858,1,16,0.19237589836120605
mRMR,Vote,21,0.030389107308048054,0.9699352451433858,1,16,0.22788023948669434
mRMR,Vote,22,0.03048068917668828,0.9698427382053654,1,16,0.21335291862487793
mRMR,Vote,24,0.027517923219241354,0.9740980573543017,3,16,0.22867774963378906
mRMR,Vote,26,0.030572271045328506,0.9697502312673449,1,16,0.16577720642089844
mRMR,Vote,25,0.030663852913968625,0.9696577243293246,1,16,0.18951702117919922
mRMR,Vote,27,0.030572271045328506,0.9697502312673449,1,16,0.17425894737243652
mRMR,Vote,28,0.030572271045328506,0.9697502312673449,1,16,0.2122209072113037
mRMR,Vote,29,0.027334759481961124,0.9742830712303423,3,16,0.19574713706970215
mRMR,WaveformEW,0,0.21749600000000005,0.7846,17,40,9.022965908050537
mRMR,WaveformEW,1,0.21353600000000003,0.7886,17,40,9.192203044891357
mRMR,WaveformEW,4,0.21923599999999993,0.7836000000000001,20,40,10.286503076553345
mRMR,WaveformEW,7,0.21611999999999987,0.7870000000000001,21,40,10.896531820297241
mRMR,WaveformEW,3,0.21602600000000002,0.7876,23,40,11.864941120147705
mRMR,WaveformEW,2,0.21746400000000002,0.7864,24,40,12.184828042984009
mRMR,WaveformEW,5,0.22132999999999997,0.783,26,40,13.177242755889893
mRMR,WaveformEW,6,0.22218400000000002,0.7834,31,40,15.157930850982666
mRMR,WaveformEW,8,0.2068039999999999,0.7954000000000001,17,40,9.021602153778076
mRMR,WaveformEW,10,0.21729799999999994,0.7848,17,40,8.888952255249023
