step,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
4_MITransfer_RMS_NoUMR,Leukemia,1,0.01680317638116569,0.9857142857142858,950,3571,484.8028356251307
4_MITransfer_RMS_NoUMR,Leukemia,2,0.016763971676601142,0.9857142857142858,936,3571,484.94292387505993
4_MITransfer_RMS_NoUMR,Leukemia,3,0.015821114533744025,0.9866666666666667,936,3571,484.0724313748069
4_MITransfer_RMS_NoUMR,Leukemia,5,0.015801512181461752,0.9866666666666667,929,3571,482.1074656662531
4_MITransfer_RMS_NoUMR,Leukemia,6,0.015837916549985974,0.9866666666666667,942,3571,483.43121070833877
4_MITransfer_RMS_NoUMR,Leukemia,4,0.016691162939552695,0.9857142857142858,910,3571,485.2614316670224
4_MITransfer_RMS_NoUMR,Leukemia,7,0.01679197503700439,0.9857142857142858,946,3571,484.71895024972036
4_MITransfer_RMS_NoUMR,Leukemia,8,0.015899523942873122,0.9866666666666667,964,3571,489.48130116658285
4_MITransfer_RMS_NoUMR,Leukemia,9,0.015717502100252006,0.9866666666666667,899,3571,493.42201416706666
4_MITransfer_RMS_NoUMR,Leukemia,10,0.01586591991038922,0.9866666666666667,952,3571,490.32107816589996
4_MITransfer_RMS_NoUMR,Leukemia,11,0.016825579069488287,0.9857142857142858,958,3571,491.20721825025976
4_MITransfer_RMS_NoUMR,Leukemia,12,0.01679197503700439,0.9857142857142858,946,3571,489.2196339997463
4_MITransfer_RMS_NoUMR,Leukemia,13,0.01581271352562305,0.9866666666666667,933,3571,490.9318907498382
4_MITransfer_RMS_NoUMR,Leukemia,14,0.016758371004520493,0.9857142857142858,934,3571,492.58316420810297
4_MITransfer_RMS_NoUMR,Leukemia,15,0.016772372684722116,0.9857142857142858,939,3571,490.71031366614625
4_MITransfer_RMS_NoUMR,Leukemia,16,0.015851918230187598,0.9866666666666667,947,3571,482.24626020807773
4_MITransfer_RMS_NoUMR,Leukemia,17,0.016789174700964065,0.9857142857142858,945,3571,487.0203141672537
4_MITransfer_RMS_NoUMR,Leukemia,18,0.01673316798015757,0.9857142857142858,925,3571,488.27738662529737
4_MITransfer_RMS_NoUMR,Leukemia,20,0.01678637436492374,0.9857142857142858,944,3571,484.9064207500778
4_MITransfer_RMS_NoUMR,Leukemia,19,0.016783574028883416,0.9857142857142858,943,3571,488.8600705419667
4_MITransfer_RMS_NoUMR,Leukemia,21,0.01679757570908504,0.9857142857142858,948,3571,487.4827060839161
4_MITransfer_RMS_NoUMR,Leukemia,22,0.016819978397407637,0.9857142857142858,956,3571,488.3649030001834
4_MITransfer_RMS_NoUMR,Leukemia,23,0.015896723606832794,0.9866666666666667,963,3571,487.76326762512326
4_MITransfer_RMS_NoUMR,Leukemia,24,0.016811577389286663,0.9857142857142858,953,3571,478.17395808314905
4_MITransfer_RMS_NoUMR,Leukemia,25,0.016870384446133486,0.9857142857142858,974,3571,477.3296900000423
4_MITransfer_RMS_NoUMR,ColonCancer,0,0.1156865384615384,0.885897435897436,545,2000,458.4218890410848
4_MITransfer_RMS_NoUMR,Leukemia,26,0.01676957234868179,0.9857142857142858,938,3571,475.8494686251506
4_MITransfer_RMS_NoUMR,Leukemia,27,0.016800376045125364,0.9857142857142858,949,3571,473.65617041662335
4_MITransfer_RMS_NoUMR,Leukemia,28,0.016819978397407637,0.9857142857142858,956,3571,475.7699029999785
4_MITransfer_RMS_NoUMR,Leukemia,29,0.016766772012641467,0.9857142857142858,937,3571,475.306143166963
4_MITransfer_RMS_NoUMR,ColonCancer,1,0.1627330769230769,0.8384615384615385,562,2000,456.68760829186067
4_MITransfer_RMS_NoUMR,ColonCancer,2,0.08401576923076927,0.9179487179487179,557,2000,404.72348708380014
4_MITransfer_RMS_NoUMR,ColonCancer,3,0.12853384615384625,0.873076923076923,576,2000,404.61928608315066
4_MITransfer_RMS_NoUMR,ColonCancer,4,0.10054076923076923,0.9012820512820513,562,2000,404.18924254225567
4_MITransfer_RMS_NoUMR,ColonCancer,5,0.16131884615384615,0.8397435897435898,533,2000,403.0441497080028
4_MITransfer_RMS_NoUMR,ColonCancer,6,0.11465730769230761,0.8871794871794872,593,2000,403.23956970870495
4_MITransfer_RMS_NoUMR,ColonCancer,7,0.09534884615384616,0.9064102564102564,539,2000,403.94449479179457
4_MITransfer_RMS_NoUMR,ColonCancer,8,0.11311807692307686,0.8884615384615385,539,2000,403.62946574995294
4_MITransfer_RMS_NoUMR,ColonCancer,9,0.11447730769230761,0.8871794871794872,557,2000,404.6975701251067
4_MITransfer_RMS_NoUMR,ColonCancer,10,0.11697576923076915,0.8846153846153847,549,2000,390.59024170879275
4_MITransfer_RMS_NoUMR,ColonCancer,11,0.11327307692307687,0.8884615384615385,570,2000,396.8158239577897
4_MITransfer_RMS_NoUMR,ColonCancer,12,0.14622807692307696,0.8551282051282051,561,2000,390.5937975002453
4_MITransfer_RMS_NoUMR,ColonCancer,13,0.11587653846153839,0.885897435897436,583,2000,389.84189137490466
4_MITransfer_RMS_NoUMR,ColonCancer,14,0.09532384615384616,0.9064102564102564,534,2000,389.7639529579319
4_MITransfer_RMS_NoUMR,ColonCancer,15,0.09934153846153844,0.9025641025641026,576,2000,391.2329687499441
4_MITransfer_RMS_NoUMR,ColonCancer,16,0.11317307692307686,0.8884615384615385,550,2000,391.1209019999951
4_MITransfer_RMS_NoUMR,ColonCancer,17,0.11441730769230785,0.887179487179487,545,2000,389.65704879164696
4_MITransfer_RMS_NoUMR,ColonCancer,18,0.12837384615384625,0.873076923076923,544,2000,396.60161083284765
4_MITransfer_RMS_NoUMR,ColonCancer,19,0.14752730769230774,0.8538461538461538,567,2000,393.90315187489614
4_MITransfer_RMS_NoUMR,ColonCancer,20,0.13103730769230776,0.8705128205128204,569,2000,394.6614665831439
4_MITransfer_RMS_NoUMR,ColonCancer,21,0.11316307692307687,0.8884615384615385,548,2000,394.7122661662288
4_MITransfer_RMS_NoUMR,ColonCancer,22,0.09794730769230768,0.9038461538461539,551,2000,394.8600439587608
4_MITransfer_RMS_NoUMR,ColonCancer,23,0.1766196153846154,0.8243589743589743,547,2000,394.1417047083378
4_MITransfer_RMS_NoUMR,ColonCancer,24,0.09818730769230768,0.9038461538461539,599,2000,394.6533960411325
4_MITransfer_RMS_NoUMR,ColonCancer,25,0.0980573076923077,0.9038461538461539,573,2000,395.81242962460965
4_MITransfer_RMS_NoUMR,Sonar,2,0.10291986062717774,0.8990708478513356,18,60,310.0898479591124
4_MITransfer_RMS_NoUMR,Sonar,0,0.11274506387921027,0.88931475029036,19,60,323.7201276253909
4_MITransfer_RMS_NoUMR,Sonar,1,0.10658246225319401,0.8941927990708478,11,60,318.7174632078968
4_MITransfer_RMS_NoUMR,Sonar,3,0.09692392566782815,0.9039488966318234,11,60,319.796822541859
4_MITransfer_RMS_NoUMR,ColonCancer,26,0.09789730769230769,0.9038461538461539,541,2000,440.1938216248527
4_MITransfer_RMS_NoUMR,ColonCancer,27,0.1155765384615384,0.885897435897436,523,2000,447.76459824992344
4_MITransfer_RMS_NoUMR,ColonCancer,29,0.1294830769230768,0.8717948717948719,512,2000,452.66408920893446
4_MITransfer_RMS_NoUMR,ColonCancer,28,0.16387730769230766,0.8371794871794872,537,2000,453.70241199992597
4_MITransfer_RMS_NoUMR,Sonar,4,0.1263478513356563,0.8745644599303135,13,60,319.4448532499373
4_MITransfer_RMS_NoUMR,Sonar,6,0.10291986062717774,0.8990708478513356,18,60,322.4158235830255
4_MITransfer_RMS_NoUMR,Sonar,5,0.11252671312427416,0.8891986062717769,17,60,328.48959029233083
4_MITransfer_RMS_NoUMR,Sonar,7,0.10769744483159123,0.8940766550522647,17,60,323.0390230421908
4_MITransfer_RMS_NoUMR,Sonar,8,0.0981538908246226,0.9037166085946573,17,60,314.0282204998657
4_MITransfer_RMS_NoUMR,Sonar,9,0.12180023228803727,0.8793263646922183,14,60,321.55456970771775
4_MITransfer_RMS_NoUMR,Sonar,11,0.12134030197444834,0.8797909407665505,14,60,314.93908820906654
4_MITransfer_RMS_NoUMR,Sonar,10,0.1216620209059234,0.8801393728222996,18,60,333.2813612502068
4_MITransfer_RMS_NoUMR,Sonar,12,0.11268176538908246,0.8895470383275261,20,60,313.6528091672808
4_MITransfer_RMS_NoUMR,Sonar,13,0.11639605110336827,0.8847851335656213,14,60,317.6580630829558
4_MITransfer_RMS_NoUMR,Sonar,14,0.11190011614401855,0.8896631823461092,16,60,326.90243362495676
4_MITransfer_RMS_NoUMR,Sonar,15,0.0983722415795587,0.9038327526132404,19,60,317.40410000039265
4_MITransfer_RMS_NoUMR,Sonar,16,0.1122334494773519,0.8896631823461092,18,60,317.27296845801175
4_MITransfer_RMS_NoUMR,Sonar,17,0.1168559814169571,0.8843205574912891,14,60,319.11597087513655
4_MITransfer_RMS_NoUMR,Sonar,18,0.11268176538908246,0.8895470383275261,20,60,323.78116149967536
4_MITransfer_RMS_NoUMR,Sonar,19,0.12464634146341463,0.875609756097561,9,60,323.4867302500643
4_MITransfer_RMS_NoUMR,Sonar,20,0.10804239256678293,0.8937282229965156,17,60,320.11583070876077
4_MITransfer_RMS_NoUMR,Sonar,21,0.1262845528455285,0.8747967479674796,14,60,317.19929629191756
4_MITransfer_RMS_NoUMR,Sonar,22,0.116637630662021,0.8842044134727061,12,60,318.29623574996367
4_MITransfer_RMS_NoUMR,Sonar,23,0.1212886178861789,0.8796747967479674,13,60,323.44534416589886
4_MITransfer_RMS_NoUMR,Sonar,24,0.1078641114982579,0.8940766550522647,18,60,315.8699305001646
4_MITransfer_RMS_NoUMR,Sonar,25,0.1120150987224158,0.8895470383275261,16,60,322.2522513750009
4_MITransfer_RMS_NoUMR,Sonar,26,0.107582462253194,0.8941927990708478,17,60,318.7951639997773
