config_name,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
RG-SCSO-RandomProbe,WDBC,12,0.0248728458313925,0.9789163173420278,12,30,741.8062039171346
RG-SCSO-RandomProbe,WDBC,15,0.026190808880608617,0.9789318428815401,16,30,687.4266410423443
RG-SCSO-RandomProbe,WDBC,14,0.021035087719298406,0.982456140350877,11,30,734.4620163752697
RG-SCSO-RandomProbe,WDBC,16,0.022050458003415624,0.9824406148113647,14,30,733.9661839581095
RG-SCSO-RandomProbe,WDBC,17,0.026578947368421015,0.9771929824561404,12,30,734.8372643748298
RG-SCSO-RandomProbe,WDBC,18,0.02526098431920523,0.9771774569166277,8,30,727.4744654591195
RG-SCSO-RandomProbe,WDBC,19,0.02248470734358022,0.9806551777674274,10,30,738.1776428748854
RG-SCSO-RandomProbe,WDBC,20,0.022732494954199836,0.982425089271852,16,30,688.0011010831222
RG-SCSO-RandomProbe,WDBC,21,0.026190808880608617,0.9789318428815401,16,30,695.5799275422469
RG-SCSO-RandomProbe,WDBC,22,0.026307095171557094,0.9771308802980905,11,30,732.3791529578157
RG-SCSO-RandomProbe,WDBC,23,0.02208119857165028,0.9824095637323398,14,30,737.8628543750383
RG-SCSO-RandomProbe,ColonCancer,0,0.09734653846153844,0.9025641025641026,177,2000,252.0843684580177
RG-SCSO-RandomProbe,ColonCancer,1,0.09611230769230769,0.9038461538461539,184,2000,254.80312729114667
RG-SCSO-RandomProbe,WDBC,25,0.024151374010246886,0.9806551777674274,15,30,704.2136612921022
RG-SCSO-RandomProbe,ColonCancer,2,0.08216076923076927,0.9179487179487179,186,2000,255.00053079100326
RG-SCSO-RandomProbe,WDBC,24,0.025958391554106657,0.9771464058376027,10,30,756.6442957906984
RG-SCSO-RandomProbe,ColonCancer,3,0.09607730769230768,0.9038461538461539,177,2000,255.52952920785174
RG-SCSO-RandomProbe,WDBC,26,0.02594302126998911,0.9771619313771154,10,30,750.5961243328638
RG-SCSO-RandomProbe,WDBC,27,0.023802670392796117,0.98067070330694,14,30,769.7342772502452
RG-SCSO-RandomProbe,WDBC,29,0.026291724887439766,0.9771464058376029,11,30,754.8576992498711
RG-SCSO-RandomProbe,WDBC,28,0.024524142213941842,0.9789318428815402,11,30,770.4609346250072
RG-SCSO-RandomProbe,ColonCancer,4,0.08224576923076916,0.917948717948718,203,2000,262.6723932912573
RG-SCSO-RandomProbe,ColonCancer,6,0.08113153846153841,0.9192307692307693,234,2000,260.3148006661795
RG-SCSO-RandomProbe,ColonCancer,5,0.12924230769230777,0.8705128205128204,210,2000,263.5525976247154
RG-SCSO-RandomProbe,ColonCancer,7,0.09494807692307691,0.9051282051282051,205,2000,266.7821944579482
RG-SCSO-RandomProbe,ColonCancer,8,0.0808015384615384,0.9192307692307693,168,2000,265.2339815828018
RG-SCSO-RandomProbe,ColonCancer,9,0.09760653846153844,0.9025641025641026,229,2000,268.0999491252005
RG-SCSO-RandomProbe,ColonCancer,10,0.06608076923076922,0.9346153846153846,270,2000,272.4780153329484
RG-SCSO-RandomProbe,ColonCancer,11,0.07990730769230774,0.9205128205128205,243,2000,271.93573791673407
RG-SCSO-RandomProbe,ColonCancer,12,0.1151565384615384,0.885897435897436,439,2000,269.8224467919208
