algorithm,dataset,run_id,heldout_accuracy,train_cv_fitness,n_selected_features,n_total_features,runtime_seconds
RG-SCSO,BreastEW,26,0.9635036496350365,0.03095372069317015,5,9,399.8797232499346
RG-SCSO,BreastEW,24,0.9416058394160584,0.025504179408766536,5,9,402.7378672079649
RG-SCSO,BreastEW,25,0.9708029197080292,0.02843180428134559,6,9,403.03622195799835
RG-SCSO,BreastEW,27,0.9854014598540146,0.03386483180428127,6,9,401.03015858400613
RG-SCSO,BreastEW,28,0.9562043795620438,0.03204831804281343,6,9,404.4468522919342
RG-SCSO,BreastEW,29,0.9416058394160584,0.02841529051987777,6,9,402.76495670783333
RG-SCSO,ColonCancer,0,0.6923076923076923,0.08206500000000008,573,2000,600.4416798341554
RG-SCSO,ColonCancer,1,0.8461538461538461,0.1436299999999998,566,2000,599.6196333749685
RG-SCSO,ColonCancer,2,0.6923076923076923,0.14361000000000027,562,2000,454.74757416686043
RG-SCSO,ColonCancer,5,0.7692307692307693,0.242685,577,2000,454.33947674999945
RG-SCSO,ColonCancer,3,0.8461538461538461,0.1236949999999999,539,2000,456.03424554201774
RG-SCSO,ColonCancer,4,0.8461538461538461,0.14370000000000005,580,2000,454.7028510828968
RG-SCSO,ColonCancer,6,0.7692307692307693,0.14577500000000004,555,2000,452.00788258295506
RG-SCSO,ColonCancer,7,0.8461538461538461,0.18745000000000012,530,2000,454.1781798750162
RG-SCSO,ColonCancer,9,0.6923076923076923,0.18085999999999994,532,2000,457.23684704187326
RG-SCSO,ColonCancer,8,0.8461538461538461,0.14579500000000004,559,2000,457.96729654097
RG-SCSO,ColonCancer,10,0.6923076923076923,0.1238099999999999,562,2000,464.9719962498639
RG-SCSO,ColonCancer,14,0.8461538461538461,0.12151499999999987,543,2000,462.87534566712566
RG-SCSO,ColonCancer,11,0.6153846153846154,0.10405999999999999,572,2000,464.70174933294766
RG-SCSO,ColonCancer,12,0.8461538461538461,0.12587500000000013,535,2000,465.6288297090214
RG-SCSO,ColonCancer,13,0.6923076923076923,0.18311000000000005,542,2000,465.52323208306916
RG-SCSO,ColonCancer,15,0.9230769230769231,0.16353500000000015,587,2000,465.8934609161224
RG-SCSO,ColonCancer,16,0.7692307692307693,0.10174499999999997,549,2000,464.4386937080417
RG-SCSO,ColonCancer,17,0.9230769230769231,0.14338499999999982,517,2000,465.23588662501425
RG-SCSO,ColonCancer,19,0.9230769230769231,0.16325500000000015,531,2000,452.38057600008324
RG-SCSO,ColonCancer,18,0.6153846153846154,0.08199000000000008,558,2000,453.75576733308844
RG-SCSO,ColonCancer,20,0.7692307692307693,0.1261699999999999,594,2000,453.25108212488703
RG-SCSO,ColonCancer,22,0.6923076923076923,0.22285499999999986,571,2000,453.77927858312614
RG-SCSO,ColonCancer,21,0.7692307692307693,0.1238249999999999,565,2000,454.23584154085256
RG-SCSO,ColonCancer,23,0.6923076923076923,0.10837500000000001,555,2000,453.71001108316705
RG-SCSO,ColonCancer,24,0.5384615384615384,0.18320000000000006,560,2000,430.4475748341065
RG-SCSO,ColonCancer,25,0.6923076923076923,0.08627000000000011,534,2000,431.13573216693476
RG-SCSO,Diabetes,0,0.7207792207792207,0.23198530587764885,5,8,242.0751825410407
RG-SCSO,Diabetes,1,0.7662337662337663,0.25066203518592567,7,8,239.11251012515277
RG-SCSO,ColonCancer,26,0.7692307692307693,0.0865850000000001,597,2000,435.99247062485665
RG-SCSO,ColonCancer,28,0.7692307692307693,0.14351999999999981,544,2000,438.9594412080478
RG-SCSO,ColonCancer,27,0.7692307692307693,0.06203499999999994,527,2000,439.6635714999866
RG-SCSO,ColonCancer,29,0.6923076923076923,0.10387999999999999,536,2000,440.13952649990097
RG-SCSO,Diabetes,2,0.7402597402597403,0.22586645341863248,4,8,270.5526675840374
RG-SCSO,Diabetes,3,0.6818181818181818,0.25046491403438625,3,8,276.09904962498695
RG-SCSO,Diabetes,5,0.7987012987012987,0.248109256297481,5,8,300.20524437492713
RG-SCSO,Diabetes,4,0.6818181818181818,0.23556457417033178,4,8,303.1306920410134
RG-SCSO,Diabetes,6,0.7467532467532467,0.22070381847261086,5,8,399.0745140418876
RG-SCSO,Diabetes,7,0.7272727272727273,0.24772311075569764,6,8,396.88014637492597
RG-SCSO,Diabetes,8,0.7142857142857143,0.23966113554578175,6,8,398.28266812488437
RG-SCSO,Diabetes,9,0.7402597402597403,0.2532059176329468,4,8,396.95028683310375
RG-SCSO,Diabetes,10,0.7272727272727273,0.24939884046381453,6,8,401.0242392080836
RG-SCSO,Diabetes,11,0.7467532467532467,0.2404466213514594,4,8,396.1701892078854
RG-SCSO,Diabetes,13,0.6753246753246753,0.22831447421031587,2,8,399.49676374997944
RG-SCSO,Diabetes,12,0.7272727272727273,0.2388500599760096,4,8,403.47812233283184
RG-SCSO,Diabetes,16,0.7272727272727273,0.24563564574170335,3,8,382.91824504197575
RG-SCSO,Diabetes,14,0.7272727272727273,0.24199040383846457,4,8,392.3193016250152
RG-SCSO,Diabetes,15,0.7532467532467533,0.23966113554578164,6,8,394.0783930409234
