algorithm,dataset,run_id,heldout_accuracy,train_cv_fitness,n_selected_features,n_total_features,runtime_seconds
SCSO,ColonCancer,1,0.8461538461538461,0.28666500000000006,1013,2000,423.3272640830837
SCSO,ColonCancer,3,0.8461538461538461,0.24720000000000003,1040,2000,423.0143712500576
SCSO,ColonCancer,2,0.7692307692307693,0.28427,974,2000,425.47311029187404
SCSO,ColonCancer,4,0.8461538461538461,0.284355,991,2000,428.94351162482053
SCSO,ColonCancer,5,0.7692307692307693,0.348405,1041,2000,429.0988280409947
SCSO,ColonCancer,6,0.6923076923076923,0.2690350000000001,1007,2000,436.45467991614714
SCSO,ColonCancer,7,0.6153846153846154,0.2909150000000001,983,2000,436.76056570815854
SCSO,ColonCancer,8,0.8461538461538461,0.25151,1022,2000,429.7323401249014
SCSO,ColonCancer,9,0.6923076923076923,0.264355,951,2000,428.7718002090696
SCSO,ColonCancer,10,0.6923076923076923,0.18555500000000005,1031,2000,425.7771459580399
SCSO,ColonCancer,11,0.6153846153846154,0.18554000000000007,1028,2000,430.0348672498949
SCSO,ColonCancer,12,0.8461538461538461,0.22940500000000003,1001,2000,429.78183179185726
SCSO,ColonCancer,13,0.6923076923076923,0.30872499999999997,1025,2000,429.92126954207197
SCSO,ColonCancer,14,0.8461538461538461,0.22739,1038,2000,430.22422954114154
SCSO,ColonCancer,15,0.8461538461538461,0.24919000000000013,998,2000,430.340208041016
SCSO,ColonCancer,16,0.6923076923076923,0.18529500000000007,979,2000,433.4483052501455
SCSO,ColonCancer,17,0.8461538461538461,0.2449099999999999,1022,2000,431.9135575417895
SCSO,ColonCancer,18,0.6153846153846154,0.22499499999999997,999,2000,427.9193295838777
SCSO,ColonCancer,19,0.8461538461538461,0.30421500000000007,1003,2000,430.97631929209456
SCSO,ColonCancer,20,0.6923076923076923,0.24694000000000002,988,2000,429.48774195904844
SCSO,ColonCancer,21,0.7692307692307693,0.2073250000000001,985,2000,429.5879786249716
SCSO,ColonCancer,22,0.6923076923076923,0.36799000000000004,998,2000,434.4281450829003
SCSO,ColonCancer,23,0.6923076923076923,0.27129000000000003,1018,2000,433.4864450839814
SCSO,Diabetes,0,0.6818181818181818,0.31496071571371453,3,8,248.7480962080881
SCSO,ColonCancer,24,0.6923076923076923,0.30643499999999996,1007,2000,417.8541871670168
SCSO,Diabetes,1,0.7337662337662337,0.269422231107557,4,8,249.53344370913692
SCSO,ColonCancer,25,0.6923076923076923,0.18764000000000006,1008,2000,415.05944133293815
SCSO,ColonCancer,26,0.7692307692307693,0.20755499999999996,1031,2000,413.52392445807345
SCSO,ColonCancer,27,0.7692307692307693,0.12344999999999988,930,2000,413.3610189589672
SCSO,ColonCancer,28,0.6923076923076923,0.264705,1021,2000,414.4716122080572
SCSO,ColonCancer,29,0.7692307692307693,0.227105,981,2000,418.8002053340897
SCSO,Diabetes,2,0.7142857142857143,0.32264974010395836,4,8,336.0939511251636
SCSO,Diabetes,3,0.6883116883116883,0.3335054978008796,5,8,340.55829687509686
SCSO,Diabetes,4,0.7402597402597403,0.2887393042782887,4,8,342.8340114580933
SCSO,Diabetes,5,0.7467532467532467,0.29492413034786075,5,8,345.9118475418072
SCSO,Diabetes,6,0.7272727272727273,0.25138154738104757,5,8,345.3592059169896
SCSO,Diabetes,7,0.6753246753246753,0.30280217912834867,1,8,345.230308790924
SCSO,Diabetes,8,0.6688311688311688,0.3315887644942023,6,8,356.7197021669708
SCSO,Diabetes,9,0.7727272727272727,0.3129912035185925,4,8,350.02917679189704
SCSO,Diabetes,10,0.7012987012987013,0.2731202518992403,3,8,345.9900672498625
SCSO,Diabetes,11,0.6363636363636364,0.3823162734906037,4,8,352.03732662508264
SCSO,Diabetes,12,0.8311688311688312,0.2868489604158336,5,8,352.7620880419854
SCSO,Diabetes,13,0.7467532467532467,0.24254728108756504,7,8,354.7138219170738
SCSO,Diabetes,14,0.7207792207792207,0.2630227908836466,4,8,357.2235157918185
SCSO,Diabetes,15,0.7467532467532467,0.2557718912435025,6,8,358.71201479178853
SCSO,Diabetes,16,0.7077922077922078,0.3342382047181128,3,8,354.73501516715623
SCSO,Diabetes,17,0.5974025974025974,0.37301749300279885,3,8,352.72922312491573
SCSO,Diabetes,18,0.6363636363636364,0.3362736905237905,2,8,352.40845229197294
SCSO,Diabetes,20,0.5974025974025974,0.3560032986805277,1,8,347.21985820820555
SCSO,Diabetes,19,0.6688311688311688,0.33357147141143545,5,8,362.68455808400176
SCSO,Diabetes,21,0.6558441558441559,0.24725859656137547,3,8,350.48901345813647
SCSO,Diabetes,22,0.7142857142857143,0.24810925629748112,5,8,350.1642672501039
SCSO,Diabetes,23,0.7077922077922078,0.3194698120751701,4,8,350.6452899160795
SCSO,Diabetes,25,0.564935064935065,0.33708476609356247,4,8,352.76888079196215
SCSO,Diabetes,24,0.7857142857142857,0.27641813274690125,7,8,357.5129819170106
SCSO,Diabetes,26,0.6363636363636364,0.3161579368252699,4,8,353.1261915410869
SCSO,Diabetes,27,0.7727272727272727,0.26938264694122355,4,8,350.93962695798837
SCSO,Diabetes,28,0.7727272727272727,0.2515961615353857,4,8,353.7874746671878
SCSO,Diabetes,29,0.7402597402597403,0.28387045181927234,4,8,351.34004454198293
SCSO,GermanCredit,0,0.73,0.28122499999999995,13,20,478.53374275006354
SCSO,GermanCredit,1,0.685,0.31484999999999996,6,20,468.2261728749145
SCSO,GermanCredit,3,0.63,0.34554999999999997,8,20,479.9546782921534
SCSO,GermanCredit,2,0.745,0.2522625,12,20,484.4983915002085
SCSO,GermanCredit,4,0.71,0.29036249999999997,9,20,480.91999329207465
SCSO,GermanCredit,5,0.725,0.26611250000000003,10,20,477.61127366591245
SCSO,GermanCredit,6,0.76,0.28691250000000007,12,20,484.42677916702814
SCSO,GermanCredit,7,0.705,0.32575000000000004,8,20,477.3539254581556
SCSO,GermanCredit,8,0.655,0.29507499999999987,11,20,478.19620312494226
SCSO,GermanCredit,9,0.69,0.3223000000000001,11,20,478.47871408285573
SCSO,GermanCredit,10,0.68,0.25002499999999994,10,20,481.22956783301197
SCSO,GermanCredit,11,0.72,0.33193750000000005,8,20,479.7683037079405
SCSO,GermanCredit,12,0.725,0.31932500000000014,10,20,479.0093380829785
SCSO,GermanCredit,13,0.565,0.33069999999999994,8,20,478.91651412518695
SCSO,GermanCredit,14,0.67,0.33688749999999995,8,20,479.1742552500218
SCSO,GermanCredit,15,0.73,0.3037624999999999,16,20,480.2252824171446
SCSO,GermanCredit,17,0.675,0.32203750000000003,8,20,477.6234056248795
SCSO,GermanCredit,16,0.74,0.2822,10,20,482.1614267081022
SCSO,GermanCredit,18,0.68,0.30595000000000006,8,20,482.3487600830849
SCSO,GermanCredit,19,0.685,0.2708250000000001,12,20,483.33112054201774
SCSO,GermanCredit,20,0.745,0.2832,12,20,485.3923659590073
SCSO,GermanCredit,21,0.725,0.28072500000000006,12,20,494.36774016707204
SCSO,GermanCredit,22,0.72,0.24457500000000004,9,20,488.5409952502232
SCSO,GermanCredit,23,0.775,0.28122500000000006,13,20,495.6643199590035
SCSO,GermanCredit,24,0.765,0.2861499999999999,8,20,477.1770310830325
SCSO,GermanCredit,25,0.675,0.2624,10,20,487.55602183402516
SCSO,GermanCredit,27,0.73,0.2774875,8,20,487.26024408405647
SCSO,GermanCredit,26,0.72,0.24978750000000008,12,20,496.2791515409481
SCSO,HeartDisease,0,0.9,0.1947422258592471,9,13,226.29197941697203
SCSO,HeartDisease,1,0.7166666666666667,0.22690589198035996,7,13,224.99451362504624
SCSO,HeartDisease,2,0.7166666666666667,0.25509942716857614,6,13,224.94291070802137
SCSO,HeartDisease,3,0.7833333333333333,0.23515589198036016,7,13,224.09091099980287
SCSO,HeartDisease,4,0.8,0.23673056464811784,3,13,218.01194774988107
SCSO,HeartDisease,5,0.75,0.3277438625204582,3,13,218.293073290959
SCSO,HeartDisease,6,0.75,0.2317123567921441,8,13,217.27868050010875
SCSO,HeartDisease,7,0.7333333333333333,0.22148506546644844,6,13,215.787572250003
SCSO,GermanCredit,28,0.705,0.31411249999999996,7,20,491.92829824984074
SCSO,GermanCredit,29,0.65,0.3042374999999999,12,20,487.30855900002643
SCSO,HeartDisease,8,0.7833333333333333,0.23919312602291332,7,13,217.43756112502888
SCSO,HeartDisease,9,0.6666666666666666,0.29413461538461544,7,13,217.372091333149
SCSO,HeartDisease,10,0.7833333333333333,0.20274959083469726,8,13,218.8116714169737
SCSO,HeartDisease,11,0.6,0.3053686579378068,7,13,217.75849162507802
SCSO,HeartDisease,12,0.8,0.26962725040916535,8,13,221.08151816716418
SCSO,HeartDisease,13,0.8333333333333334,0.31019578559738137,7,13,220.94257408403791
SCSO,HeartDisease,14,0.7666666666666667,0.18581076104746308,8,13,221.05442958394997
SCSO,HeartDisease,15,0.8166666666666667,0.16605830605564642,4,13,221.64680054201744
SCSO,HeartDisease,16,0.8,0.16492246317512277,8,13,224.78241412481293
SCSO,HeartDisease,17,0.7833333333333333,0.21736006546644834,6,13,225.1706710839644
SCSO,HeartDisease,18,0.75,0.1757590016366612,6,13,227.79297137493268
SCSO,HeartDisease,19,0.7666666666666667,0.19180462356792144,11,13,229.2879862911068
SCSO,HeartDisease,20,0.8333333333333334,0.14190200490998361,5,13,230.3716050419025
SCSO,HeartDisease,21,0.65,0.25406689852700487,5,13,228.94767399993725
SCSO,HeartDisease,22,0.6666666666666666,0.21202700490998366,5,13,228.6021641669795
SCSO,HeartDisease,23,0.7,0.2808819558101473,7,13,230.08402062486857
SCSO,HeartDisease,24,0.8333333333333334,0.32241591653027823,6,13,222.95232562511228
SCSO,HeartDisease,25,0.8,0.19322442716857602,6,13,221.0695770001039
SCSO,HeartDisease,26,0.8333333333333334,0.1931004500818331,12,13,214.7272198330611
SCSO,HeartDisease,27,0.7833333333333333,0.19414852700490998,8,13,213.04544254089706
SCSO,HeartDisease,28,0.8166666666666667,0.19021460720130934,3,13,205.288537458051
SCSO,HeartDisease,29,0.7666666666666667,0.24702495908346972,6,13,201.8070609588176
SCSO,IonosphereEW,0,0.8732394366197183,0.17442016806722682,16,34,365.505572832888
SCSO,IonosphereEW,1,0.7605633802816901,0.1405336134453782,21,34,346.5387637501117
SCSO,IonosphereEW,3,0.8591549295774648,0.1340567226890756,11,34,302.99108287505805
SCSO,IonosphereEW,2,0.9436619718309859,0.13464495798319345,13,34,317.92473616683856
SCSO,IonosphereEW,7,0.8028169014084507,0.11667226890756295,12,34,306.59465433401056
SCSO,IonosphereEW,4,0.8450704225352113,0.1428928571428571,17,34,342.07738408306614
SCSO,IonosphereEW,5,0.7887323943661971,0.19091596638655461,24,34,353.02358279097825
SCSO,IonosphereEW,6,0.8028169014084507,0.13199159663865556,16,34,341.43860379210673
SCSO,IonosphereEW,9,0.8732394366197183,0.14554621848739502,14,34,341.0473636670504
SCSO,IonosphereEW,8,0.9014084507042254,0.11136554621848735,18,34,354.17984020896256
SCSO,IonosphereEW,11,0.9014084507042254,0.15762394957983206,19,34,340.77215216704644
SCSO,IonosphereEW,13,0.8591549295774648,0.1520294117647059,12,34,276.15604045893997
SCSO,IonosphereEW,10,0.8591549295774648,0.1290441176470588,18,34,364.26787945907563
SCSO,IonosphereEW,12,0.8450704225352113,0.14701680672268913,19,34,341.14555191691034
SCSO,IonosphereEW,14,0.8591549295774648,0.12433193277310936,14,34,342.4448646251112
SCSO,IonosphereEW,15,0.8732394366197183,0.2047647058823529,23,34,343.1137861669995
SCSO,IonosphereEW,16,0.8028169014084507,0.12433193277310915,14,34,327.56160766701214
SCSO,IonosphereEW,17,0.8732394366197183,0.1638130252100839,16,34,333.46764191705734
SCSO,IonosphereEW,20,0.8591549295774648,0.14908193277310916,14,34,325.00083379191346
SCSO,IonosphereEW,18,0.8169014084507042,0.12197268907563028,18,34,351.0652481659781
SCSO,IonosphereEW,19,0.8732394366197183,0.17088445378151268,16,34,341.80727845896035
SCSO,IonosphereEW,21,0.8732394366197183,0.13876890756302507,15,34,337.2544757910073
SCSO,IonosphereEW,23,0.8591549295774648,0.14878781512605033,13,34,323.9068636659067
SCSO,IonosphereEW,22,0.8169014084507042,0.16704831932773118,27,34,343.57642941595986
SCSO,IonosphereEW,25,0.9436619718309859,0.13493907563025206,14,34,319.8835284158122
SCSO,IonosphereEW,24,0.8732394366197183,0.14201050420168063,14,34,348.919901332818
SCSO,IonosphereEW,27,0.8309859154929577,0.14584033613445363,15,34,345.3155728329439
SCSO,IonosphereEW,28,0.9014084507042254,0.17147268907563032,18,34,370.8810915830545
SCSO,IonosphereEW,26,0.8450704225352113,0.1393571428571427,17,34,396.6861890000291
SCSO,IonosphereEW,29,0.8309859154929577,0.1532058823529412,16,34,382.46519116684794
SCSO,KrVsKpEW,0,0.9171875,0.07805823446673184,17,35,1467.7594121249858
SCSO,KrVsKpEW,1,0.915625,0.08250441841976522,19,35,1462.6646386659704
SCSO,KrVsKpEW,3,0.93125,0.08898520058708406,20,35,1472.9879772909917
SCSO,KrVsKpEW,2,0.9265625,0.07671109803082193,15,35,1531.32564679184
SCSO,KrVsKpEW,4,0.7875,0.18436507766634044,19,35,1502.8599475829396
SCSO,KrVsKpEW,5,0.8078125,0.19709898636252454,12,35,1512.8646680421662
SCSO,KrVsKpEW,6,0.9375,0.07467952696917808,16,35,1518.0636443749536
SCSO,KrVsKpEW,7,0.8171875,0.1969723581213307,17,35,1506.8282463329379
SCSO,KrVsKpEW,8,0.7765625,0.2572978611179061,18,35,1508.3594137909822
SCSO,KrVsKpEW,9,0.825,0.18418566536203518,17,35,1512.3424815000035
SCSO,KrVsKpEW,10,0.809375,0.19423516236545993,21,35,1490.1662935419008
SCSO,KrVsKpEW,11,0.8703125,0.09043636863992173,21,35,1500.1345313340425
SCSO,KrVsKpEW,12,0.8484375,0.17469181139921724,19,35,1502.6971604579594
SCSO,KrVsKpEW,13,0.9453125,0.0677290774828768,12,35,1529.220879125176
SCSO,KrVsKpEW,14,0.6703125,0.32170153498043064,13,35,1520.147328666877
SCSO,KrVsKpEW,15,0.740625,0.28643909766389425,17,35,1499.2671932501253
SCSO,KrVsKpEW,16,0.6078125,0.3826014937010763,16,35,1510.5957810420077
SCSO,KrVsKpEW,17,0.928125,0.06798462726272017,17,35,1506.2068700420205
SCSO,KrVsKpEW,18,0.715625,0.2630308295621331,15,35,1544.2054975840729
SCSO,KrVsKpEW,19,0.9390625,0.10138214744373776,20,35,1512.8519419999793
SCSO,KrVsKpEW,20,0.846875,0.17817455051369874,19,35,1515.8337435410358
SCSO,KrVsKpEW,21,0.9109375,0.0778569823263209,19,35,1501.111608874984
SCSO,KrVsKpEW,22,0.603125,0.38395533420988265,14,35,1518.7185472501442
SCSO,KrVsKpEW,23,0.7390625,0.26797900868395313,12,35,1530.2523760420736
SCSO,Leukemia,0,0.9333333333333333,0.022824978997479702,1723,3571,568.4224606249481
SCSO,Leukemia,1,0.9333333333333333,0.022942593111173346,1765,3571,569.006455417024
SCSO,KrVsKpEW,24,0.934375,0.07608701534980454,25,35,1443.184729124885
SCSO,KrVsKpEW,25,0.9453125,0.07987352464530324,22,35,1472.0556898750365
SCSO,Leukemia,2,1.0,0.07535018202184268,1732,3571,567.6645581249613
SCSO,Leukemia,3,0.9333333333333333,0.07396499579949584,1773,3571,567.4872490409762
SCSO,KrVsKpEW,26,0.9328125,0.06942455051369849,22,35,1425.0503904160578
SCSO,KrVsKpEW,27,0.828125,0.1585188432607633,18,35,1456.774162917165
SCSO,KrVsKpEW,28,0.6859375,0.30068290576076323,14,35,1453.1169629578944
SCSO,KrVsKpEW,29,0.9078125,0.08395028895547943,20,35,1425.8552175420336
SCSO,Leukemia,4,0.8666666666666667,0.08915261831419759,1840,3571,521.2938166668173
SCSO,Leukemia,5,1.0,0.021263371604592712,1701,3571,517.4013297499623
SCSO,Leukemia,6,1.0,0.057644217306076787,1837,3571,512.6752685829997
SCSO,Leukemia,7,1.0,0.05904620554466527,1802,3571,512.7852243750822
SCSO,Leukemia,8,0.9333333333333333,0.021330579669560507,1725,3571,507.37368720793165
SCSO,Leukemia,9,0.9333333333333333,0.03803220386446384,1797,3571,505.28562891692854
SCSO,Leukemia,10,0.8666666666666667,0.0379285914309716,1760,3571,501.33003029203974
SCSO,Leukemia,11,1.0,0.05749299915989925,1783,3571,500.1700052919332
SCSO,Leukemia,12,1.0,0.07552660319238294,1795,3571,501.5860366669949
SCSO,Leukemia,13,0.9333333333333333,0.058878185382245776,1742,3571,501.56443366687745
SCSO,Leukemia,14,1.0,0.07097899747969755,1778,3571,499.77825945802033
SCSO,Leukemia,15,1.0,0.04090618874264913,1752,3571,501.0163176660426
SCSO,Leukemia,16,1.0,0.0725686082329879,1810,3571,501.7990257078782
SCSO,Leukemia,17,1.0,0.10994259311117335,1765,3571,501.936131458031
SCSO,Leukemia,18,1.0,0.07388938672640717,1746,3571,501.62595337512903
SCSO,Leukemia,19,1.0,0.05907140856902819,1811,3571,501.66272866609506
SCSO,Leukemia,20,0.8666666666666667,0.040978997479697576,1778,3571,502.45291687501594
SCSO,Leukemia,21,0.8,0.004931391767012042,1761,3571,503.9673351668753
SCSO,Leukemia,22,0.9333333333333333,0.021341781013721806,1729,3571,501.05842024995945
SCSO,Leukemia,23,1.0,0.0575098011761412,1789,3571,504.20355708384886
SCSO,Leukemia,24,1.0,0.058889386726407075,1746,3571,498.628758457955
SCSO,Lymphography,0,0.7666666666666667,0.198927536231884,12,18,142.53165029082447
SCSO,Leukemia,25,1.0,0.02293979277513302,1764,3571,493.862217084039
SCSO,Lymphography,1,0.8666666666666667,0.19996859903381647,10,18,148.97441500006244
SCSO,Leukemia,26,0.8666666666666667,0.09352380285634283,1794,3571,488.3738133329898
SCSO,Leukemia,27,0.8666666666666667,0.004886586390366844,1745,3571,487.16218783310615
SCSO,Lymphography,2,0.7,0.3145193236714976,7,18,162.7921640840359
SCSO,Lymphography,3,0.8333333333333334,0.21431642512077295,10,18,169.08296245895326
SCSO,Lymphography,4,0.8,0.1723490338164251,10,18,171.87750854203478
SCSO,Lymphography,5,0.7,0.33356521739130435,9,18,173.56937525002286
SCSO,Lymphography,6,0.8333333333333334,0.21483695652173918,9,18,176.81514649977908
SCSO,Lymphography,7,0.8333333333333334,0.2888550724637682,6,18,177.702532999916
SCSO,Leukemia,28,1.0,0.057591010921310616,1818,3571,495.0244178751018
SCSO,Lymphography,8,0.8333333333333334,0.24927173913043474,9,18,178.98318275017664
SCSO,Leukemia,29,0.9333333333333333,0.0394313917670121,1761,3571,511.6259185420349
SCSO,Lymphography,9,0.8666666666666667,0.17545048309178754,13,18,181.87254854198545
SCSO,Lymphography,10,0.7,0.18092270531400964,8,18,181.6942314589396
SCSO,Lymphography,11,0.7333333333333333,0.38146859903381636,10,18,183.5393796248827
SCSO,Lymphography,12,0.6333333333333333,0.2905217391304347,9,18,187.1730481670238
SCSO,Lymphography,13,0.8333333333333334,0.18678864734299525,5,18,190.02085512480699
SCSO,Lymphography,14,0.8,0.39737801932367145,7,18,192.82387325004674
SCSO,Lymphography,15,0.8,0.1811195652173913,9,18,192.33744949987158
SCSO,Lymphography,16,0.7,0.23903140096618364,8,18,192.55288204108365
SCSO,Lymphography,17,0.7666666666666667,0.1921123188405797,12,18,192.57793362485245
SCSO,Lymphography,18,0.8,0.22364251207729471,10,18,192.2784923329018
SCSO,Lymphography,19,0.6333333333333333,0.39845410628019323,7,18,190.8202566250693
SCSO,Lymphography,20,0.7,0.25899154589371975,11,18,188.7989671670366
SCSO,Lymphography,21,0.8,0.19761956521739124,9,18,188.81299054180272
SCSO,Lymphography,22,0.8333333333333334,0.2656099033816424,10,18,191.80990900006145
SCSO,Lymphography,23,0.6666666666666666,0.23097826086956524,9,18,193.53312525013462
SCSO,Lymphography,24,0.8,0.2896425120772947,10,18,191.84384720795788
SCSO,Lymphography,25,0.7666666666666667,0.2047584541062802,7,18,193.67992174997926
SCSO,Lymphography,26,0.8666666666666667,0.25038285024154583,11,18,194.18934462498873
SCSO,Lymphography,27,0.7333333333333333,0.5074975845410629,7,18,193.85721033392474
SCSO,Lymphography,28,0.8,0.38401449275362315,12,18,195.98440537508577
SCSO,Lymphography,29,0.7333333333333333,0.21499879227053142,8,18,196.46927720913664
SCSO,M-of-n,0,0.775,0.24392115384615387,5,13,484.7173176249489
SCSO,M-of-n,1,0.99,0.022709615384615453,7,13,485.387936583953
SCSO,M-of-n,2,0.79,0.18729711538461546,7,13,485.98148700012825
SCSO,M-of-n,3,0.91,0.10050480769230768,10,13,487.0206893750001
SCSO,M-of-n,4,0.815,0.1965615384615385,11,13,485.47023841692135
SCSO,M-of-n,5,0.91,0.14211153846153848,11,13,489.61721233278513
SCSO,M-of-n,6,0.86,0.16084134615384615,8,13,482.0151448340621
SCSO,M-of-n,7,0.9,0.12000384615384614,8,13,484.2491327919997
SCSO,M-of-n,8,0.555,0.4451653846153847,6,13,505.55542233306915
SCSO,M-of-n,9,0.845,0.1808086538461538,5,13,501.6803372078575
SCSO,M-of-n,10,0.64,0.3174019230769232,4,13,509.9846379158553
SCSO,M-of-n,11,0.85,0.17599230769230784,10,13,506.35090379207395
SCSO,M-of-n,12,0.775,0.2148230769230769,9,13,509.4641965830233
SCSO,M-of-n,13,0.78,0.1968961538461539,5,13,507.3231093750801
SCSO,M-of-n,14,0.85,0.15371730769230765,10,13,513.000424124999
SCSO,M-of-n,15,0.58,0.34556346153846146,2,13,506.3757750829682
SCSO,M-of-n,16,0.78,0.2256596153846153,7,13,489.5047674998641
SCSO,M-of-n,17,0.7,0.3201778846153847,6,13,488.53768395795487
SCSO,M-of-n,18,0.84,0.17599230769230784,10,13,492.31812758301385
SCSO,M-of-n,19,0.685,0.3152278846153846,6,13,487.7259867908433
SCSO,M-of-n,20,0.495,0.4129903846153846,6,13,488.0144336251542
SCSO,M-of-n,21,0.855,0.18960480769230778,10,13,494.34400120796636
SCSO,M-of-n,22,0.72,0.3060971153846153,7,13,489.3627387918532
SCSO,M-of-n,23,0.815,0.1794038461538462,8,13,496.39149833400734
SCSO,Parkinsons,0,0.8461538461538461,0.08084677419354833,11,22,228.07264833291993
SCSO,Parkinsons,1,0.8974358974358975,0.0761671554252199,13,22,226.31197962490842
SCSO,M-of-n,24,0.825,0.1869961538461538,5,13,494.0104804581497
SCSO,M-of-n,25,0.79,0.1951903846153847,6,13,494.16731275012717
SCSO,M-of-n,26,0.705,0.27562788461538457,6,13,495.808151666075
SCSO,M-of-n,27,0.575,0.36967788461538464,6,13,495.93576245894656
SCSO,M-of-n,28,0.67,0.30532788461538457,6,13,494.3544114578981
SCSO,Parkinsons,2,0.9230769230769231,0.15774688416422275,12,22,222.00046116602607
SCSO,M-of-n,29,0.92,0.12401730769230775,10,13,501.50378041691147
SCSO,Parkinsons,3,0.8461538461538461,0.12093218475073303,14,22,228.33984187501483
SCSO,Parkinsons,4,0.8461538461538461,0.15116019061583572,12,22,227.80766766681336
SCSO,Parkinsons,5,0.8461538461538461,0.08053647360703806,9,22,216.48142045899294
SCSO,Parkinsons,6,0.8717948717948718,0.08567063782991192,8,22,218.70602050004527
SCSO,Parkinsons,7,0.8717948717948718,0.06756268328445746,9,22,215.65234704199247
SCSO,Parkinsons,8,0.9487179487179487,0.1050315249266861,8,22,222.9332271660678
SCSO,Parkinsons,9,0.8461538461538461,0.10122745601173018,15,22,225.93568383296952
SCSO,Parkinsons,10,0.9230769230769231,0.09935392228738997,10,22,217.48724283301271
SCSO,Parkinsons,11,0.8717948717948718,0.11962390029325505,12,22,223.45506608416326
SCSO,Parkinsons,12,0.8717948717948718,0.12692008797653953,14,22,224.7049855410587
SCSO,Parkinsons,13,0.9487179487179487,0.1574919354838709,11,22,221.5311672501266
SCSO,Parkinsons,14,0.8461538461538461,0.1369670087976538,8,22,212.90154387499206
SCSO,Parkinsons,15,0.717948717948718,0.07511381964809379,12,22,231.88505212496966
SCSO,Parkinsons,16,0.8717948717948718,0.0871785190615835,10,22,214.88830658397637
SCSO,Parkinsons,17,0.9230769230769231,0.15096059384164212,12,22,218.80817329208367
SCSO,Parkinsons,18,0.9487179487179487,0.12742998533724337,16,22,227.56953741703182
SCSO,Parkinsons,19,0.9487179487179487,0.1501068548387096,11,22,221.11490154103376
SCSO,Parkinsons,21,0.8717948717948718,0.06736308651026386,9,22,219.98653295799159
SCSO,Parkinsons,20,0.9230769230769231,0.0962928885630498,16,22,221.72045774990693
SCSO,Parkinsons,22,0.8717948717948718,0.131998900293255,12,22,220.48693108395673
SCSO,Parkinsons,23,0.8205128205128205,0.13742155425219926,9,22,217.35150766698644
SCSO,Parkinsons,24,0.8974358974358975,0.09518420087976528,14,22,222.77193445898592
SCSO,Parkinsons,25,0.8461538461538461,0.07349523460410556,8,22,219.11964645888656
SCSO,Parkinsons,26,0.9230769230769231,0.07485887096774194,11,22,208.8421290840488
SCSO,Parkinsons,27,0.9230769230769231,0.05524303519061578,10,22,205.1500617498532
SCSO,Parkinsons,29,0.9230769230769231,0.06163013196480935,10,22,176.12008325010538
SCSO,Parkinsons,28,0.8205128205128205,0.1251572580645161,11,22,227.12898429180495
SCSO,Sonar,0,0.7380952380952381,0.19558823529411754,30,60,357.3389240000397
SCSO,Sonar,1,0.8571428571428571,0.23708823529411768,27,60,346.76875158399343
SCSO,Sonar,2,0.8333333333333334,0.23107843137254908,28,60,341.1693367501721
SCSO,Sonar,3,0.7619047619047619,0.24890196078431373,28,60,333.2350176249165
SCSO,Sonar,4,0.7380952380952381,0.21408823529411763,33,60,333.8940169578418
SCSO,Sonar,5,0.6428571428571429,0.1541470588235294,27,60,335.1629589169752
SCSO,Sonar,6,0.7619047619047619,0.2022745098039215,32,60,341.3834485420957
SCSO,Sonar,7,0.8809523809523809,0.24421568627450976,38,60,365.9719467081595
SCSO,Sonar,8,0.8333333333333334,0.22472549019607846,28,60,361.99509645905346
SCSO,Sonar,9,0.8095238095238095,0.19661764705882348,33,60,361.6071525418665
SCSO,Sonar,10,0.8333333333333334,0.21910784313725484,25,60,363.0304864158388
SCSO,Sonar,11,0.9523809523809523,0.2427549019607843,25,60,365.47749945917167
SCSO,Sonar,12,0.8095238095238095,0.18942156862745083,29,60,362.93687541713007
SCSO,Sonar,13,0.7619047619047619,0.2554411764705883,27,60,362.6625737079885
SCSO,Sonar,14,0.8095238095238095,0.17190196078431377,34,60,369.21702341688797
SCSO,Sonar,15,0.7857142857142857,0.18945098039215677,26,60,375.7631554999389
SCSO,Sonar,16,0.8571428571428571,0.18395098039215685,29,60,380.91471758298576
SCSO,Sonar,17,0.7857142857142857,0.20704901960784308,31,60,379.18326541711576
SCSO,Sonar,18,0.9047619047619048,0.1472647058823529,27,60,381.8680694589857
SCSO,Sonar,19,0.8333333333333334,0.16577450980392147,29,60,381.91084870905615
SCSO,Sonar,20,0.7857142857142857,0.16595098039215683,29,60,385.4887052089907
SCSO,Sonar,21,0.8095238095238095,0.2850588235294118,30,60,387.68325358303264
SCSO,Sonar,22,0.7380952380952381,0.18308823529411755,27,60,380.319278042065
SCSO,Sonar,23,0.7380952380952381,0.16027450980392155,32,60,367.932203165954
SCSO,SpectEW,0,0.7777777777777778,0.2649595288432497,12,22,167.88378562498838
SCSO,Sonar,24,0.7619047619047619,0.2127549019607843,25,60,354.7979893751908
SCSO,Sonar,25,0.7857142857142857,0.23689215686274506,29,60,352.8228587079793
SCSO,Sonar,26,0.9047619047619048,0.2327450980392155,38,60,352.467063707998
SCSO,Sonar,27,0.7380952380952381,0.2664019607843137,25,60,350.165143124992
SCSO,SpectEW,1,0.7777777777777778,0.21441800060404712,12,22,199.3102697909344
SCSO,Sonar,28,0.7380952380952381,0.22643137254901952,34,60,353.3788235830143
SCSO,Sonar,29,0.7380952380952381,0.17827450980392145,32,60,359.6823392091319
