algorithm,dataset,metric,mean,std,best,worst
AOA,Lymphography,train_cv_fitness,0.22758244766505636,0.03642415635580768,0.1527608695652174,0.3032161835748792
COA,Lymphography,heldout_accuracy,0.7722222222222223,0.07101556080566578,0.9,0.5333333333333333
COA,Lymphography,n_selected_features,9.8,3.919183588453085,18.0,2.0
COA,Lymphography,train_cv_fitness,0.241812922705314,0.07169611126680235,0.1631497584541063,0.5074975845410629
GWO,Lymphography,heldout_accuracy,0.7355555555555555,0.08899993064222572,0.9333333333333332,0.5
GWO,Lymphography,n_selected_features,7.966666666666667,1.9913702708325127,12.0,4.0
GWO,Lymphography,train_cv_fitness,0.31356179549114327,0.07954363722291312,0.1816751207729468,0.5226896135265702
PSO,Lymphography,heldout_accuracy,0.7611111111111111,0.07407870355903684,0.9,0.5333333333333333
PSO,Lymphography,n_selected_features,8.566666666666666,2.3760377849595646,13.0,5.0
PSO,Lymphography,train_cv_fitness,0.25783099838969403,0.06795632390623432,0.1455386473429951,0.5074975845410629
RG-SCSO,Lymphography,heldout_accuracy,0.7977777777777778,0.058330687770696416,0.8666666666666667,0.6333333333333333
RG-SCSO,Lymphography,n_selected_features,6.966666666666667,1.8526257642120338,13.0,4.0
RG-SCSO,Lymphography,train_cv_fitness,0.14545950080515296,0.014832361187530783,0.1144021739130434,0.1796497584541063
RIME,Lymphography,heldout_accuracy,0.7555555555555556,0.057305764258789485,0.8666666666666667,0.6333333333333333
RIME,Lymphography,n_selected_features,8.733333333333333,2.1746008573733455,13.0,5.0
RIME,Lymphography,train_cv_fitness,0.27937359098228665,0.06650346020875941,0.1837004830917874,0.5074975845410629
SCSO,Lymphography,heldout_accuracy,0.7711111111111111,0.06707283676794035,0.8666666666666667,0.6333333333333333
SCSO,Lymphography,n_selected_features,9.133333333333333,1.8749814813900312,13.0,5.0
SCSO,Lymphography,train_cv_fitness,0.26126646537842185,0.08184497877703184,0.1723490338164251,0.5074975845410629
