algorithm,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
SCSO,ColonCancer,5,0.25724692307692304,0.7448717948717949,934,2000,450.315949916956
SCSO,ColonCancer,6,0.22840961538461546,0.7743589743589743,1005,2000,412.56005870795343
SCSO,ColonCancer,7,0.17994884615384618,0.823076923076923,959,2000,412.3390207089251
SCSO,ColonCancer,8,0.17743538461538455,0.8256410256410257,964,2000,404.4270047500031
SCSO,ColonCancer,9,0.27398692307692313,0.7282051282051282,982,2000,402.6986840000609
SCSO,Sonar,0,0.16149128919860622,0.8419279907084786,30,60,381.505263667088
SCSO,Sonar,1,0.18480429732868756,0.8175377468060395,25,60,382.6472329579992
SCSO,Sonar,3,0.23718466898954718,0.7644599303135887,24,60,380.9392039999366
SCSO,Sonar,2,0.17770905923344948,0.827061556329849,39,60,382.8780366249848
SCSO,Sonar,5,0.1908751451800233,0.8120789779326364,29,60,381.1665918750223
SCSO,Sonar,4,0.19530778164924512,0.8074332171893147,28,60,381.839831792051
SCSO,Sonar,6,0.17290301974448316,0.8312427409988385,35,60,387.35726604098454
SCSO,Sonar,7,0.23418873403019758,0.7693379790940765,35,60,385.1808447500225
SCSO,Sonar,8,0.16722880371660864,0.8364692218350754,32,60,384.76442879100796
SCSO,WDBC,1,0.030750038813848767,0.9736531594472908,14,30,378.92021004203707
SCSO,Sonar,9,0.20513298490127763,0.7976771196283391,29,60,384.02049970801454
SCSO,WDBC,0,0.0314474460487502,0.9736221083682658,16,30,384.48621775000356
SCSO,WDBC,3,0.03943424934016448,0.9648812296227295,14,30,370.53128029208165
SCSO,WDBC,4,0.037030740568234646,0.9666356155876418,12,30,386.30665179202333
SCSO,WDBC,5,0.04150442477876108,0.9631268436578171,15,30,387.3925112920115
SCSO,WDBC,6,0.05920617916472605,0.9455829840086942,16,30,391.4818498339737
SCSO,WDBC,2,0.05796506753609679,0.9454898307716194,12,30,444.1097243750701
SCSO,WDBC,9,0.031432075764632875,0.9736376339077782,16,30,405.5293116249377
SCSO,Zoo,0,0.13166071428571438,0.8714285714285713,7,16,130.63186974998098
SCSO,WDBC,8,0.065215028722248,0.9385033379909953,13,30,477.6470275000902
SCSO,WDBC,7,0.04362071106970967,0.9613258810743673,16,30,490.3740224590292
SCSO,Zoo,1,0.12442499999999988,0.8800000000000001,9,16,147.01133845897857
SCSO,Zoo,2,0.17251071428571418,0.8314285714285715,9,16,150.9637211250374
SCSO,Zoo,3,0.24889285714285717,0.7523809523809524,6,16,152.90599454194307
SCSO,Zoo,4,0.11467857142857138,0.8904761904761905,10,16,152.12047674995847
SCSO,Zoo,5,0.04397500000000004,0.96,7,16,153.39979966601823
SCSO,Zoo,6,0.17016428571428568,0.8319047619047619,6,16,148.71211112500168
SCSO,Zoo,7,0.3372035714285715,0.6638095238095237,7,16,144.73452554107644
SCSO,Zoo,8,0.12176071428571437,0.8814285714285713,7,16,142.50395770801697
SCSO,Zoo,9,0.03407500000000002,0.97,7,16,137.13158479100093
AOA,Leukemia,0,0.07882857142857133,0.9304761904761906,3571,3571,575.6966853329213
AOA,Leukemia,1,0.051485714285714274,0.9580952380952381,3571,3571,576.7180415000767
AOA,Leukemia,2,0.06562857142857136,0.9438095238095239,3571,3571,576.8102283750195
AOA,Leukemia,3,0.05148291394967384,0.9580952380952382,3570,3571,577.1877662499901
AOA,Leukemia,4,0.06343676441172937,0.9447619047619048,3125,3571,580.7342830420239
AOA,Leukemia,5,0.021250966115933887,0.9866666666666667,2875,3571,576.655554875033
AOA,Leukemia,6,0.03626278353402403,0.9733333333333334,3522,3571,572.1296290839091
AOA,Leukemia,7,0.03734005680681674,0.9723809523809525,3570,3571,574.672010374954
AOA,ColonCancer,0,0.2206523076923076,0.7871794871794873,1992,2000,500.68868445802946
AOA,ColonCancer,1,0.28149038461538467,0.7256410256410256,1975,2000,497.48828254197724
AOA,Leukemia,8,0.03733445613473609,0.9723809523809525,3568,3571,566.5025310830679
AOA,Leukemia,9,0.07689525143017158,0.9323809523809524,3554,3571,565.9272647919133
AOA,ColonCancer,2,0.18769230769230774,0.8205128205128205,2000,2000,500.62394033302553
AOA,ColonCancer,3,0.2496296153846153,0.7576923076923078,1949,2000,499.58395237498917
AOA,ColonCancer,4,0.2181538461538462,0.7897435897435897,2000,2000,497.9508635000093
AOA,ColonCancer,5,0.29557192307692315,0.7115384615384615,1999,2000,499.701797042042
AOA,Sonar,0,0.19951451800232284,0.807897793263647,56,60,406.29468504094984
AOA,ColonCancer,6,0.25115384615384617,0.7564102564102564,2000,2000,468.9121792500373
AOA,ColonCancer,7,0.1851538461538462,0.823076923076923,2000,2000,465.2979130829917
AOA,Sonar,1,0.1812090592334495,0.827061556329849,60,60,404.72525541705545
AOA,Sonar,2,0.20041114982578398,0.8076655052264808,60,60,402.8761852500029
AOA,Sonar,3,0.17660975609756102,0.8317073170731707,60,60,403.0888697919436
AOA,ColonCancer,8,0.1836946153846153,0.8243589743589744,1962,2000,465.61196962499525
AOA,ColonCancer,9,0.29430769230769227,0.7128205128205128,2000,2000,463.8918763749534
AOA,Sonar,4,0.20501045296167245,0.8030197444831592,60,60,386.71776462509297
AOA,Sonar,5,0.20018118466898951,0.807897793263647,60,60,386.56375312502496
AOA,Sonar,6,0.18189895470383277,0.8263646922183507,60,60,382.30263287504204
AOA,Sonar,8,0.20006620209059228,0.80801393728223,60,60,382.50196729192976
AOA,Sonar,7,0.21892334494773527,0.7889663182346108,60,60,385.19263566692825
AOA,Sonar,9,0.21455400696864108,0.7933797909407666,60,60,385.89164979208726
AOA,WDBC,0,0.046535165346995734,0.9630957925787922,30,30,382.44200399995316
AOA,WDBC,1,0.043782952957615355,0.9648657040832168,27,30,392.03571741702035
AOA,WDBC,3,0.040945194845520935,0.9684055270920664,29,30,390.73423579195514
AOA,WDBC,6,0.04790793355069091,0.9613724576929048,29,30,387.50903554202523
AOA,WDBC,5,0.044782952957615356,0.9648657040832168,30,30,392.3955330840545
AOA,WDBC,8,0.04824126688402425,0.9613724576929048,30,30,391.79317566694226
AOA,WDBC,7,0.04479832324173257,0.9648501785437045,30,30,398.72022725001443
AOA,WDBC,9,0.037502251203229364,0.971883247942866,29,30,392.78084725001827
AOA,WDBC,4,0.05177643223101999,0.9578015836050303,30,30,518.7211541250581
AOA,Zoo,0,0.06845714285714283,0.940952380952381,16,16,142.86755662504584
AOA,Zoo,1,0.06940000000000016,0.9399999999999998,16,16,145.52519900002517
AOA,Zoo,2,0.0679857142857142,0.9414285714285715,16,16,145.43270225008018
AOA,WDBC,2,0.042758888371370735,0.9665735134295919,29,30,558.1279503330588
AOA,Zoo,3,0.07788571428571443,0.9314285714285713,16,16,151.22011174994987
AOA,Zoo,4,0.06845714285714283,0.940952380952381,16,16,150.7401976659894
AOA,Zoo,5,0.08872857142857145,0.9204761904761904,16,16,149.49792662495747
AOA,Zoo,6,0.08920000000000007,0.9199999999999999,16,16,125.43099116696976
AOA,Zoo,7,0.06845714285714283,0.940952380952381,16,16,121.6376947920071
AOA,Zoo,8,0.10758571428571424,0.9014285714285715,16,16,118.57961558306124
AOA,Zoo,9,0.07882857142857133,0.9304761904761906,16,16,117.53936029202305
