algorithm,wrapper,prior,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
RG-SCSO-MI,SVM,mi,Sonar,24,0.12576132404181187,0.8754936120789779,15,60,170.1346088750288
RG-SCSO-MI,SVM,mi,Sonar,25,0.1127967479674797,0.8894308943089431,20,60,171.46135525009595
RG-SCSO-MI,SVM,mi,Sonar,26,0.09807897793263654,0.9042973286875725,20,60,171.46759116696194
RG-SCSO-MI,SVM,mi,Sonar,27,0.08484436701509884,0.9180023228803715,22,60,171.25187537493184
RG-SCSO-MI,SVM,mi,Sonar,28,0.09997560975609758,0.9040650406504065,30,60,172.7594163750764
RG-SCSO-MI,SVM,mi,Sonar,29,0.11662601626016264,0.8845528455284553,14,60,168.7185705420561
RG-SCSO-MI,SVM,mi,WDBC,0,0.021717124670082293,0.9824406148113647,13,30,253.7021082090214
RG-SCSO-MI,SVM,mi,WDBC,1,0.021050458003415623,0.9824406148113647,11,30,249.25188029184937
RG-SCSO-MI,SVM,mi,WDBC,2,0.020747865238316947,0.9824095637323398,10,30,250.23179549979977
RG-SCSO-MI,SVM,mi,WDBC,3,0.02003508771929819,0.9824561403508772,8,30,249.360546708107
RG-SCSO-MI,SVM,mi,WDBC,4,0.020701754385964857,0.9824561403508772,10,30,250.73720362479798
RG-SCSO-MI,SVM,mi,WDBC,5,0.020747865238317165,0.9824095637323396,10,30,254.89542404189706
RG-SCSO-MI,SVM,mi,WDBC,6,0.024105263157894796,0.9807017543859649,15,30,251.42256029183045
RG-SCSO-MI,SVM,mi,WDBC,7,0.021383791336748958,0.9824406148113647,12,30,249.49415016593412
RG-SCSO-MI,SVM,mi,WDBC,8,0.020065828287532953,0.9824250892718522,8,30,248.90595779195428
RG-SCSO-MI,SVM,mi,WDBC,9,0.019646949231485907,0.9841950007762769,12,30,251.7811665830668
RG-SCSO-MI,SVM,mi,WDBC,10,0.020763235522434493,0.9823940381928271,10,30,252.75971991708502
RG-SCSO-MI,SVM,mi,WDBC,11,0.021399161620866504,0.982425089271852,12,30,255.31684874999337
RG-SCSO-MI,SVM,mi,WDBC,12,0.020701754385965075,0.982456140350877,10,30,253.7566776247695
RG-SCSO-MI,SVM,mi,WDBC,14,0.019646949231485907,0.9841950007762769,12,30,251.3114881250076
RG-SCSO-MI,SVM,mi,WDBC,13,0.021399161620866504,0.982425089271852,12,30,257.6138820000924
RG-SCSO-MI,SVM,mi,WDBC,15,0.019980282564819242,0.9841950007762769,13,30,254.90850762510672
RG-SCSO-MI,SVM,mi,WDBC,16,0.02173249495419962,0.9824250892718522,13,30,255.15978454216383
RG-SCSO-MI,SVM,mi,WDBC,17,0.02098028256481924,0.9841950007762769,16,30,249.7817883330863
RG-SCSO-MI,SVM,mi,WDBC,18,0.022469337059462784,0.98067070330694,10,30,248.16135970805772
RG-SCSO-MI,SVM,mi,WDBC,19,0.022787300108678788,0.9806862288464524,11,30,248.89405800006352
RG-SCSO-MI,SVM,mi,WDBC,20,0.021081198571650278,0.9824095637323398,11,30,256.06217654189095
RG-SCSO-MI,SVM,mi,WDBC,21,0.020646949231485908,0.9841950007762769,15,30,248.66205450007692
RG-SCSO-MI,SVM,mi,WDBC,22,0.02281804067691355,0.9806551777674274,11,30,254.02497133309953
RG-SCSO-MI,SVM,mi,WDBC,23,0.019910107126222633,0.9859493867411893,18,30,248.90446116705425
RG-SCSO-MI,SVM,mi,WDBC,24,0.022081198571650498,0.9824095637323396,14,30,256.1531970829237
RG-SCSO-MI,SVM,mi,WDBC,25,0.021747865238316948,0.9824095637323398,13,30,250.78550929087214
RG-SCSO-MI,SVM,mi,ColonCancer,0,0.11544653846153839,0.885897435897436,497,2000,162.11959087499417
RG-SCSO-MI,SVM,mi,ColonCancer,1,0.11417230769230761,0.8871794871794872,496,2000,159.24385337485
RG-SCSO-MI,SVM,mi,WDBC,26,0.021383791336748958,0.9824406148113647,12,30,257.8231330830604
RG-SCSO-MI,SVM,mi,WDBC,27,0.01935972675050466,0.9841484241577394,11,30,259.69118229090236
RG-SCSO-MI,SVM,mi,WDBC,29,0.023469337059463004,0.9806707033069397,13,30,252.9915833750274
RG-SCSO-MI,SVM,mi,WDBC,28,0.02206582828753317,0.982425089271852,14,30,254.72681625001132
RG-SCSO-MI,SVM,mi,ColonCancer,2,0.10037076923076922,0.9012820512820513,528,2000,163.51621479191817
RG-SCSO-MI,SVM,mi,ColonCancer,3,0.09659807692307691,0.9051282051282051,535,2000,164.57263141591102
RG-SCSO-MI,SVM,mi,ColonCancer,5,0.11706076923076915,0.8846153846153847,566,2000,164.08033720799722
RG-SCSO-MI,SVM,mi,ColonCancer,4,0.11540153846153839,0.885897435897436,488,2000,164.59798475005664
RG-SCSO-MI,SVM,mi,ColonCancer,6,0.09904153846153844,0.9025641025641026,516,2000,164.86987349996343
RG-SCSO-MI,SVM,mi,ColonCancer,7,0.1116788461538461,0.8897435897435898,505,2000,165.48326062504202
