beta,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
0.0,WDBC,6,0.02259431765253856,0.9771774569166277,13,30,864.7386297499761
0.0,WDBC,11,0.01913600372612934,0.9806707033069401,18,30,690.1125742914155
0.0,WDBC,8,0.02259431765253834,0.9771774569166279,15,30,803.6471780003048
0.0,WDBC,9,0.019120633442012123,0.9806862288464524,14,30,795.0073560839519
0.0,WDBC,10,0.022609687936655777,0.9771619313771154,11,30,803.4454713752493
0.0,WDBC,13,0.0208728458313925,0.9789163173420278,17,30,699.698238958139
0.0,WDBC,14,0.02084210526315774,0.9789473684210528,17,30,709.5013921661302
0.0,WDBC,12,0.020872845831392723,0.9789163173420276,12,30,793.7746100421064
0.0,WDBC,15,0.020872845831392723,0.9789163173420276,11,30,761.2599691669457
0.0,WDBC,17,0.02259431765253834,0.9771774569166279,18,30,666.46341962507
0.0,WDBC,16,0.02259431765253834,0.9771774569166279,15,30,757.3075446658768
0.0,WDBC,18,0.02084210526315774,0.9789473684210528,13,30,722.7358192908578
0.0,WDBC,19,0.0208728458313925,0.9789163173420278,14,30,717.4087954158895
0.0,WDBC,20,0.01913600372612945,0.98067070330694,10,30,644.1578597091138
0.0,WDBC,21,0.020857475547275177,0.9789318428815402,16,30,600.8705226671882
0.0,WDBC,22,0.0226250582207731,0.9771464058376029,12,30,611.5691343750805
