algorithm,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
ECL-SCSO,Sonar,1,0.1664471544715447,0.8365853658536585,28,60,489.5893754580029
ECL-SCSO,Sonar,2,0.148130081300813,0.8560975609756097,34,60,483.8505294170027
ECL-SCSO,Sonar,3,0.1573002322880372,0.8459930313588849,29,60,481.3306092499988
ECL-SCSO,Sonar,4,0.2368914053426249,0.764924506387921,25,60,481.3189762499969
ECL-SCSO,Sonar,5,0.1857642276422764,0.8170731707317073,28,60,477.9522368330072
ECL-SCSO,Sonar,6,0.1530458768873403,0.8502903600464575,29,60,469.71916358399903
ECL-SCSO,Sonar,7,0.2467166085946574,0.7551684088269454,26,60,470.837196959008
ECL-SCSO,Sonar,8,0.1619512195121951,0.8414634146341463,30,60,462.9284829579992
ECL-SCSO,Sonar,9,0.2009703832752613,0.8025551684088269,33,60,463.0051184580079
ECL-SCSO,Sonar,10,0.1996138211382115,0.8032520325203251,29,60,463.7592878330033
ECL-SCSO,Sonar,11,0.2050180023228804,0.7977932636469222,29,60,463.5675544999976
ECL-SCSO,Sonar,12,0.2096173054587688,0.7931475029036005,29,60,463.80168295800104
ECL-SCSO,Sonar,13,0.2036097560975609,0.7983739837398375,24,60,466.1336192909948
ECL-SCSO,Sonar,14,0.1802566782810685,0.8222996515679443,26,60,470.8582498339965
ECL-SCSO,Sonar,15,0.1986022067363531,0.8036004645760743,25,60,470.473864708998
ECL-SCSO,Sonar,16,0.1673437862950058,0.8363530778164924,32,60,476.4272972079925
ECL-SCSO,Sonar,17,0.1766689895470384,0.8265969802555168,30,60,479.2357927919947
ECL-SCSO,Sonar,18,0.1955778164924506,0.8076655052264808,31,60,480.51937741700385
ECL-SCSO,Sonar,19,0.1850110336817655,0.8180023228803716,29,60,478.07488112499414
ECL-SCSO,Sonar,20,0.1909268292682927,0.8121951219512195,30,60,478.2285550000088
ECL-SCSO,Sonar,21,0.1911451800232288,0.8123112659698025,32,60,479.7839749170089
ECL-SCSO,Sonar,22,0.2100656213704994,0.7930313588850174,31,60,481.5060528339963
ECL-SCSO,Sonar,23,0.1426457607433217,0.8606271777003485,28,60,481.98917954199715
ECL-SCSO,SpectEW,0,0.2253950829045168,0.7787561146051712,14,22,257.75183079099224
ECL-SCSO,SpectEW,1,0.2068542024013722,0.7974842767295597,14,22,252.02372512500733
ECL-SCSO,Sonar,24,0.2077206736353077,0.7933797909407666,19,60,511.12247537499934
ECL-SCSO,Sonar,25,0.1949628339140534,0.8077816492450639,28,60,512.424463125004
ECL-SCSO,Sonar,26,0.1906968641114982,0.8124274099883856,30,60,512.5358333339973
ECL-SCSO,Sonar,28,0.1808199767711963,0.8220673635307781,28,60,512.4339496249886
ECL-SCSO,Sonar,27,0.2147799070847851,0.7882694541231127,31,60,513.4173096250015
