algorithm,dataset,metric,mean,std,best,worst
OOA,Leukemia,fitness,0.948765602005574,0.19170160258689856,0.2310112013441613,1.0
OOA,Leukemia,n_selected_features,0.3,1.1298967504452195,5.0,0.0
PSO,Leukemia,accuracy,0.9627301587301588,0.015844545896575343,0.9866666666666668,0.9295238095238094
PSO,Leukemia,fitness,0.04187203317731452,0.0156837674931479,0.0182322038644637,0.0747896307556907
PSO,Leukemia,n_selected_features,1776.5333333333333,38.30381472154206,1880.0,1711.0
RG-SCSO,Leukemia,accuracy,0.9860000000000001,0.0004364357804720239,0.9866666666666668,0.9857142857142858
RG-SCSO,Leukemia,fitness,0.016491382432558484,0.00044115389454365314,0.0157063007560907,0.0168563827659318
RG-SCSO,Leukemia,n_selected_features,939.6666666666666,17.119839043895503,975.0,895.0
RIME,Leukemia,accuracy,0.9665079365079365,0.01404900898871978,0.9857142857142858,0.9295238095238096
RIME,Leukemia,fitness,0.03810701684202094,0.013929446602977581,0.0189482337880545,0.074733624034884
RIME,Leukemia,n_selected_features,1767.6,29.489659204541514,1842.0,1716.0
SCSO,Leukemia,accuracy,0.9619047619047619,0.01601397726600234,0.9857142857142858,0.9295238095238094
SCSO,Leukemia,fitness,0.04270289768105498,0.01588829600303253,0.0189678361403367,0.0748848421810616
SCSO,Leukemia,n_selected_features,1781.4333333333334,39.05439226969939,1880.0,1723.0
SSA,Leukemia,accuracy,0.05555555555555555,0.20812626746731547,0.8733333333333333,0.0
SSA,Leukemia,fitness,0.9443393073835527,0.20851333665952407,0.1255484178101372,1.0
SSA,Leukemia,n_selected_features,2.1333333333333333,9.649640177517272,53.0,0.0
WOA,Leukemia,accuracy,0.14987301587301585,0.2758366078227608,0.8209523809523811,0.0
WOA,Leukemia,fitness,0.8492938744649358,0.27724178066808397,0.1772767452094249,1.0
WOA,Leukemia,n_selected_features,0.5333333333333333,1.384035966135113,7.0,0.0
AOA,Lymphography,accuracy,0.8085210727969349,0.017114005448290278,0.8510344827586207,0.7772413793103449
AOA,Lymphography,fitness,0.19950858237547892,0.017030580999241304,0.1563647509578544,0.2305310344827585
AOA,Lymphography,n_selected_features,17.9,0.39581140290126393,18.0,16.0
COA,Lymphography,accuracy,0.7842222222222223,0.028026592342002294,0.8248275862068966,0.7085057471264368
COA,Lymphography,fitness,0.2195459259259259,0.026935950121921442,0.1789762452107279,0.2923141762452107
COA,Lymphography,n_selected_features,10.666666666666666,2.8790430508918914,16.0,4.0
ECL-SCSO,Lymphography,accuracy,0.7688582375478927,0.048370377586607664,0.8452873563218392,0.6560919540229885
ECL-SCSO,Lymphography,fitness,0.2339970114942528,0.04708967416088798,0.1598321839080458,0.3438022988505748
ECL-SCSO,Lymphography,n_selected_features,9.3,2.2531459488161585,13.0,4.0
GA,Lymphography,accuracy,0.6984137931034483,0.05874722576419427,0.8039080459770116,0.5599999999999999
GA,Lymphography,fitness,0.3031629374201788,0.05769055717034728,0.1985754789272029,0.4389333333333334
GA,Lymphography,n_selected_features,8.266666666666667,1.9310331143946984,13.0,5.0
GWO,Lymphography,accuracy,0.7353563218390805,0.05995090253497076,0.8317241379310346,0.5599999999999999
GWO,Lymphography,fitness,0.2663120561941251,0.058796915883638404,0.1721486590038313,0.4389333333333334
GWO,Lymphography,n_selected_features,7.766666666666667,2.1398338460938713,13.0,4.0
HHO,Lymphography,accuracy,0.6974482758620689,0.24548577976558209,0.8577011494252874,0.0
HHO,Lymphography,fitness,0.3066373180076628,0.24324695908441746,0.1499923371647508,1.0
HHO,Lymphography,n_selected_features,11.0,6.60807586719967,18.0,0.0
OOA,Lymphography,accuracy,0.8053946360153257,0.032226066166771504,0.8652873563218391,0.6825287356321839
OOA,Lymphography,fitness,0.20097412515964236,0.0304931229935741,0.1422544061302682,0.315407662835249
OOA,Lymphography,n_selected_features,14.966666666666667,4.498024257629368,18.0,2.0
PSO,Lymphography,accuracy,0.7628122605363984,0.04737349252869064,0.8517241379310345,0.5947126436781609
PSO,Lymphography,fitness,0.2396121583652618,0.046550463282667154,0.1534597701149424,0.4056789272030651
PSO,Lymphography,n_selected_features,8.633333333333333,2.5230052626888346,14.0,4.0
RG-SCSO,Lymphography,accuracy,0.8650957854406129,0.007560873370477503,0.8793103448275861,0.851264367816092
RG-SCSO,Lymphography,fitness,0.13788850574712638,0.007304497260309714,0.1242819923371647,0.1502268199233716
RG-SCSO,Lymphography,n_selected_features,7.8,1.7397317800933185,12.0,5.0
RIME,Lymphography,accuracy,0.751471264367816,0.06428539742578712,0.8317241379310344,0.5825287356321839
RIME,Lymphography,fitness,0.25087678160919535,0.06311575733857,0.1721486590038315,0.4166298850574713
RIME,Lymphography,n_selected_features,8.7,1.7349351572897471,11.0,3.0
SCSO,Lymphography,accuracy,0.7601302681992337,0.07055073870724812,0.8579310344827586,0.5406896551724139
SCSO,Lymphography,fitness,0.2426747381864623,0.06935625895902565,0.1473149425287356,0.4580505747126436
SCSO,Lymphography,n_selected_features,9.366666666666667,2.258071940591993,16.0,6.0
SSA,Lymphography,accuracy,0.7686513409961685,0.14772931416942842,0.8719540229885059,0.0
SSA,Lymphography,fitness,0.23670183908045977,0.14637270900847202,0.1350988505747125,1.0
SSA,Lymphography,n_selected_features,13.2,4.894895300208167,18.0,0.0
WOA,Lymphography,accuracy,0.8001455938697318,0.03266884159558954,0.8577011494252874,0.6894252873563218
WOA,Lymphography,fitness,0.20707808429118774,0.03146951548952963,0.1508758620689654,0.3108022988505747
WOA,Lymphography,n_selected_features,16.6,2.4027761721253467,18.0,6.0
AOA,M-of-n,accuracy,0.8618,0.03378303321688764,0.91,0.711
AOA,M-of-n,fitness,0.14648466666666668,0.03297837734732946,0.0975615384615385,0.2930330769230769
AOA,M-of-n,n_selected_features,12.566666666666666,0.9551032521262935,13.0,9.0
COA,M-of-n,accuracy,0.7995,0.06207616289688014,0.977,0.679
COA,M-of-n,fitness,0.2042129487179487,0.06082653081711868,0.0281546153846154,0.3224053846153846
COA,M-of-n,n_selected_features,7.433333333333334,2.1084486134491294,12.0,4.0
ECL-SCSO,M-of-n,accuracy,0.7618666666666667,0.062015983602795685,0.915,0.658
ECL-SCSO,M-of-n,fitness,0.240803282051282,0.061091366904447164,0.0910730769230768,0.3439646153846153
ECL-SCSO,M-of-n,n_selected_features,6.566666666666666,1.54236470683457,9.0,4.0
GA,M-of-n,accuracy,0.5913666666666667,0.05390020614266908,0.694,0.438
GA,M-of-n,fitness,0.40811110256410255,0.05245680642380689,0.3083246153846154,0.5571492307692308
GA,M-of-n,n_selected_features,4.633333333333334,1.8526257642120338,7.0,1.0
GWO,M-of-n,accuracy,0.7113333333333334,0.08108568855777751,0.825,0.548
GWO,M-of-n,fitness,0.2901902564102564,0.07947155131973344,0.1794038461538462,0.4490184615384615
GWO,M-of-n,n_selected_features,5.733333333333333,1.8785337071473829,10.0,2.0
HHO,M-of-n,accuracy,0.6733666666666667,0.2775759935985499,0.8780000000000001,0.0
HHO,M-of-n,fitness,0.3298285384615384,0.2755118535931071,0.1307799999999999,1.0
HHO,M-of-n,n_selected_features,6.666666666666667,4.213734158149462,13.0,0.0
OOA,M-of-n,accuracy,0.8233666666666667,0.08640466165407718,0.99,0.631
OOA,M-of-n,fitness,0.18145674358974356,0.08376835370633683,0.0152846153846153,0.3671761538461538
OOA,M-of-n,n_selected_features,8.566666666666666,3.5088776299868627,13.0,2.0
PSO,M-of-n,accuracy,0.7185666666666666,0.07468229747105774,0.905,0.542
PSO,M-of-n,fitness,0.28331130769230767,0.07308692877820747,0.1017423076923076,0.4549584615384615
PSO,M-of-n,n_selected_features,6.1,2.071231517720798,10.0,2.0
RG-SCSO,M-of-n,accuracy,0.9939666666666667,0.018993829407351084,1.0,0.8960000000000001
RG-SCSO,M-of-n,fitness,0.01087043589743587,0.019515506069463603,0.0046153846153846,0.1114215384615383
RG-SCSO,M-of-n,n_selected_features,6.366666666666666,0.9480975102218594,11.0,6.0
RIME,M-of-n,accuracy,0.7535000000000001,0.07134645517940373,0.892,0.5599999999999999
RIME,M-of-n,fitness,0.24908628205128203,0.0696074722054159,0.1161507692307692,0.4402153846153847
RIME,M-of-n,n_selected_features,6.566666666666666,2.1860669909426127,12.0,2.0
SCSO,M-of-n,accuracy,0.7697666666666667,0.10268939683444547,0.988,0.561
SCSO,M-of-n,fitness,0.23370023076923072,0.10078255036186479,0.0172646153846155,0.4392253846153846
SCSO,M-of-n,n_selected_features,7.5,2.1252450839060106,11.0,4.0
SSA,M-of-n,accuracy,0.7531666666666667,0.21500822981664885,0.916,0.0
SSA,M-of-n,fitness,0.2509803846153846,0.21305676225669007,0.0908523076923076,1.0
SSA,M-of-n,n_selected_features,7.733333333333333,3.7499629627800624,13.0,0.0
WOA,M-of-n,accuracy,0.7462666666666667,0.2227853875120379,0.904,0.0
WOA,M-of-n,fitness,0.2584267692307692,0.22031389731945372,0.1035015384615383,1.0
WOA,M-of-n,n_selected_features,8.533333333333333,4.047495796442811,13.0,0.0
AOA,Parkinsons,accuracy,0.9056410256410257,0.01641025641025639,0.928205128205128,0.8615384615384615
AOA,Parkinsons,fitness,0.10338508158508151,0.01620293140171098,0.0810769230769231,0.1470769230769231
AOA,Parkinsons,n_selected_features,21.933333333333334,0.24944382578492943,22.0,21.0
COA,Parkinsons,accuracy,0.8974358974358975,0.0423504057888463,0.9538461538461538,0.7230769230769231
COA,Parkinsons,fitness,0.10650815850815847,0.04085441054383552,0.0502377622377622,0.2755174825174825
COA,Parkinsons,n_selected_features,10.933333333333334,3.5490217744549772,20.0,3.0
ECL-SCSO,Parkinsons,accuracy,0.8823931623931623,0.04033463646393469,0.9384615384615383,0.7692307692307692
ECL-SCSO,Parkinsons,fitness,0.12120349650349646,0.03959399444948697,0.0668321678321678,0.2320979020979021
ECL-SCSO,Parkinsons,n_selected_features,10.5,2.6801741236966925,15.0,5.0
GA,Parkinsons,accuracy,0.8779487179487179,0.026856653919306455,0.923076923076923,0.8153846153846154
GA,Parkinsons,fitness,0.12569440559440553,0.026288807828070245,0.0811538461538462,0.1868601398601398
GA,Parkinsons,n_selected_features,10.7,1.9174636024359542,16.0,7.0
GWO,Parkinsons,accuracy,0.8844444444444445,0.024297568425615583,0.9333333333333332,0.8358974358974359
GWO,Parkinsons,fitness,0.11912727272727265,0.023859434974298457,0.071,0.1665524475524475
GWO,Parkinsons,n_selected_features,10.4,1.8547236990991407,16.0,7.0
HHO,Parkinsons,accuracy,0.7654700854700854,0.3051086205977557,0.9435897435897436,0.0
HHO,Parkinsons,fitness,0.23788158508158505,0.3034143081306204,0.0585734265734265,1.0
HHO,Parkinsons,n_selected_features,9.6,7.369305711304604,22.0,0.0
OOA,Parkinsons,accuracy,0.7418803418803418,0.3342691225643626,0.9538461538461538,0.0
OOA,Parkinsons,fitness,0.26159906759906754,0.332499712114939,0.0511468531468532,1.0
OOA,Parkinsons,n_selected_features,9.666666666666666,7.55571895248155,22.0,0.0
PSO,Parkinsons,accuracy,0.8917948717948718,0.021158637116104648,0.9384615384615383,0.8307692307692307
PSO,Parkinsons,fitness,0.11232004662004655,0.020938276026174072,0.065013986013986,0.1720839160839161
PSO,Parkinsons,n_selected_features,11.433333333333334,1.7065234314893605,14.0,7.0
RG-SCSO,Parkinsons,accuracy,0.9617094017094016,0.008855954767171718,0.9794871794871796,0.9384615384615383
RG-SCSO,Parkinsons,fitness,0.041422843822843815,0.008403478538122741,0.0248531468531467,0.0636503496503496
RG-SCSO,Parkinsons,n_selected_features,7.733333333333333,1.8607047649270483,12.0,4.0
RIME,Parkinsons,accuracy,0.9042735042735043,0.025822718086539048,0.964102564102564,0.8512820512820513
RIME,Parkinsons,fitness,0.0994662004662004,0.02507061442813554,0.0414475524475525,0.1508671328671328
RIME,Parkinsons,n_selected_features,10.333333333333334,2.1343747458109497,15.0,5.0
SCSO,Parkinsons,accuracy,0.8984615384615384,0.029351975428213696,0.9435897435897436,0.8153846153846154
SCSO,Parkinsons,fitness,0.1053564102564102,0.028725988348241655,0.0613006993006993,0.1859510489510489
SCSO,Parkinsons,n_selected_features,10.633333333333333,1.9913702708325127,14.0,7.0
SSA,Parkinsons,accuracy,0.74,0.3344102262643884,0.9435897435897436,0.0
SSA,Parkinsons,fitness,0.26359696969696966,0.3325365816357885,0.064027972027972,1.0
SSA,Parkinsons,n_selected_features,9.966666666666667,7.516574278811385,22.0,0.0
WOA,Parkinsons,accuracy,0.7504273504273505,0.3007400714024565,0.9384615384615383,0.0
WOA,Parkinsons,fitness,0.2526678321678321,0.2989100607010672,0.0686503496503496,1.0
WOA,Parkinsons,n_selected_features,9.366666666666667,7.993678057620841,22.0,0.0
AOA,Sonar,accuracy,0.806906697638405,0.013808305442901672,0.8368176538908246,0.7782810685249709
AOA,Sonar,fitness,0.20107348044909018,0.013721631416627258,0.1713838559814169,0.2295017421602788
AOA,Sonar,n_selected_features,59.46666666666667,1.586050300449376,60.0,52.0
COA,Sonar,accuracy,0.8200309717382888,0.0237075089640511,0.8752613240418118,0.7639953542392567
COA,Sonar,fitness,0.18284156020131628,0.023313724707017588,0.1283246225319396,0.2383112659698025
COA,Sonar,n_selected_features,28.033333333333335,6.675743820396013,46.0,13.0
ECL-SCSO,Sonar,accuracy,0.8120325203252032,0.025199622939689914,0.8606271777003485,0.7551684088269454
ECL-SCSO,Sonar,fitness,0.190910027100271,0.02478898449740424,0.1426457607433217,0.2467166085946574
ECL-SCSO,Sonar,n_selected_features,28.933333333333334,3.182591536608003,36.0,19.0
GA,Sonar,accuracy,0.7938250096786682,0.024421584188375794,0.8414634146341463,0.7499419279907084
GA,Sonar,fitness,0.20924101819589624,0.024115611352892845,0.1619512195121951,0.2522241579558654
GA,Sonar,n_selected_features,30.766666666666666,3.373260868786891,37.0,22.0
GWO,Sonar,accuracy,0.8019434765776229,0.023013753542290825,0.8464576074332172,0.7500580720092914
GWO,Sonar,fitness,0.20104262485481997,0.022721634387804078,0.1566736353077816,0.2524425087108015
GWO,Sonar,n_selected_features,29.8,3.7004504230341113,38.0,23.0
HHO,Sonar,accuracy,0.5863221060782036,0.33188085829762737,0.8747967479674796,0.0
HHO,Sonar,fitness,0.41410778164924505,0.3311834915217016,0.1304512195121951,1.0
HHO,Sonar,n_selected_features,13.4,14.134119474991477,46.0,0.0
OOA,Sonar,accuracy,0.6261749903213317,0.3475388286019185,0.8607433217189314,0.0
OOA,Sonar,fitness,0.37562564847077046,0.346402773288796,0.1401974448315912,1.0
OOA,Sonar,n_selected_features,19.233333333333334,14.01590366532089,47.0,0.0
PSO,Sonar,accuracy,0.8198838559814169,0.02304564647364478,0.870150987224158,0.7743321718931474
PSO,Sonar,fitness,0.1831260936895083,0.023015553993231182,0.1338838559814169,0.228411149825784
PSO,Sonar,n_selected_features,28.866666666666667,4.616877251514876,40.0,22.0
RG-SCSO,Sonar,accuracy,0.8939643825009679,0.008515106377073008,0.913704994192799,0.8754936120789779
RG-SCSO,Sonar,fitness,0.10815303910181959,0.00838326639220151,0.0885987224157956,0.1255946573751452
RG-SCSO,Sonar,n_selected_features,19.066666666666666,3.7052515284240677,33.0,14.0
RIME,Sonar,accuracy,0.8146767324816104,0.027230963279112546,0.870383275261324,0.7641114982578399
RIME,Sonar,fitness,0.18848114595431667,0.026890080340384544,0.1334872241579559,0.2381962833914052
RIME,Sonar,n_selected_features,30.066666666666666,3.129785225148134,39.0,23.0
SCSO,Sonar,accuracy,0.8121641502129308,0.026540368407175205,0.8560975609756097,0.7644599303135887
SCSO,Sonar,fitness,0.19103526906697638,0.026182279104580805,0.1474634146341463,0.2380063879210221
SCSO,Sonar,n_selected_features,30.466666666666665,4.063933507767512,39.0,24.0
SSA,Sonar,accuracy,0.6096167247386759,0.33942545983812605,0.8696864111498257,0.0
SSA,Sonar,fitness,0.3917627758420441,0.33847647947331766,0.1345104529616725,1.0
SSA,Sonar,n_selected_features,17.7,14.823742217582351,60.0,0.0
WOA,Sonar,accuracy,0.5304761904761904,0.33314801065875427,0.8362369337979094,0.0
WOA,Sonar,fitness,0.4704230158730158,0.33172002236682757,0.1641254355400696,1.0
WOA,Sonar,n_selected_features,17.566666666666666,21.833740454219527,60.0,0.0
AOA,SpectEW,accuracy,0.79809690193338,0.01600775516320997,0.827393431167016,0.760377358490566
AOA,SpectEW,fitness,0.2097780064798932,0.015667506647861672,0.1808805031446541,0.2472264150943396
AOA,SpectEW,n_selected_features,21.766666666666666,0.9551032521262935,22.0,17.0
COA,SpectEW,accuracy,0.8066061029583041,0.024775172541354744,0.846470999301188,0.729979035639413
COA,SpectEW,fitness,0.1961569277682485,0.024378911342531246,0.156084619782733,0.2700480274442538
COA,SpectEW,n_selected_features,10.333333333333334,2.844097201026872,16.0,5.0
ECL-SCSO,SpectEW,accuracy,0.7875541579315164,0.028282936891105222,0.8241788958770091,0.6998602375960866
ECL-SCSO,SpectEW,fitness,0.21506380789022295,0.02779554451339326,0.1790926243567753,0.3007747284162379
ECL-SCSO,SpectEW,n_selected_features,10.433333333333334,2.4857370916669543,15.0,6.0
GA,SpectEW,accuracy,0.7846284649429304,0.020512900322315772,0.8201956673654788,0.7416491963661775
GA,SpectEW,fitness,0.2182329712216504,0.02018166318504174,0.1821663807890222,0.2594036592338479
GA,SpectEW,n_selected_features,11.033333333333333,2.121058435991071,16.0,7.0
GWO,SpectEW,accuracy,0.7953552294432797,0.02078824803505041,0.8350803633822501,0.7338923829489867
GWO,SpectEW,fitness,0.2075074137602439,0.020624899163637564,0.1659977129788451,0.2675374499714122
GWO,SpectEW,n_selected_features,10.8,2.6507860469428057,17.0,6.0
HHO,SpectEW,accuracy,0.5465478686233404,0.3593954758846361,0.8423480083857442,0.0
HHO,SpectEW,fitness,0.4553267009719839,0.35804245934685086,0.1610754716981132,1.0
HHO,SpectEW,n_selected_features,7.5,6.652067347825035,22.0,0.0
OOA,SpectEW,accuracy,0.6617423713021198,0.2978969242151053,0.8578616352201257,0.0
OOA,SpectEW,fitness,0.3404659615018106,0.2967349676116452,0.1457169811320755,1.0
OOA,SpectEW,n_selected_features,8.633333333333333,6.129074608418105,22.0,0.0
PSO,SpectEW,accuracy,0.7986023759608666,0.022810770045321564,0.8352201257861636,0.7532494758909852
PSO,SpectEW,fitness,0.2042018296169239,0.02283736159499962,0.1665214408233276,0.2483739279588337
PSO,SpectEW,n_selected_features,10.6,2.1228911104120876,15.0,7.0
RG-SCSO,SpectEW,accuracy,0.8594852084789192,0.005871620341975499,0.8763801537386442,0.8501048218029352
RG-SCSO,SpectEW,fitness,0.14307934057556693,0.005709472501867781,0.1264745568896513,0.1524871355060032
RG-SCSO,SpectEW,n_selected_features,8.733333333333333,1.3148721948877347,12.0,7.0
RIME,SpectEW,accuracy,0.7976077335196833,0.022998119678193076,0.8578616352201258,0.7455625436757513
RIME,SpectEW,fitness,0.20512591957308934,0.022683196607665126,0.1448078902229845,0.2564385363064608
RIME,SpectEW,n_selected_features,10.466666666666667,2.565584187319181,15.0,5.0
SCSO,SpectEW,accuracy,0.7997297926857675,0.022059018991404993,0.8387141858839972,0.7640810621942699
SCSO,SpectEW,fitness,0.20322205069563556,0.021677559965886994,0.1664911377930246,0.2394688393367637
SCSO,SpectEW,n_selected_features,10.9,2.055075018906447,15.0,5.0
SSA,SpectEW,accuracy,0.5859026321919404,0.3538327458975789,0.8318658280922431,0.0
SSA,SpectEW,fitness,0.41641093958452446,0.35238089665068856,0.1705437392795884,1.0
SSA,SpectEW,n_selected_features,8.333333333333334,7.077350414448114,22.0,0.0
WOA,SpectEW,accuracy,0.6639832285115304,0.2650151492703384,0.8275331935709295,0.0
WOA,SpectEW,fitness,0.33768690680388785,0.2640808059410639,0.1794088050314464,1.0
WOA,SpectEW,n_selected_features,8.133333333333333,7.168139383565461,21.0,0.0
AOA,TicTacToe,accuracy,0.7732106239092497,0.21038857542035008,0.8559500436300175,0.0
AOA,TicTacToe,fitness,0.23426222307058361,0.2082523250909879,0.1526094568062827,1.0
AOA,TicTacToe,n_selected_features,8.166666666666666,2.252159457547849,9.0,0.0
COA,TicTacToe,accuracy,0.6963559845840606,0.1962280115870645,0.8559500436300175,0.0
COA,TicTacToe,fitness,0.30820016785437265,0.19439036853854108,0.1526094568062827,1.0
COA,TicTacToe,n_selected_features,6.233333333333333,2.304825855075004,9.0,0.0
ECL-SCSO,TicTacToe,accuracy,0.7163899796393253,0.04533872444807241,0.7954024869109947,0.6315445026178012
ECL-SCSO,TicTacToe,fitness,0.2869591053422532,0.043682775151396395,0.210329315735893,0.3681042757417102
ECL-SCSO,TicTacToe,n_selected_features,5.566666666666666,1.5638272140986533,8.0,2.0
GA,TicTacToe,accuracy,0.6125987129144852,0.16400606345819801,0.6847458551483421,0.0
GA,TicTacToe,fitness,0.38674949643688183,0.16414168805244583,0.3165460478475858,1.0
GA,TicTacToe,n_selected_features,2.3,1.2151817422372122,4.0,0.0
GWO,TicTacToe,accuracy,0.6503503126817917,0.1793709594384055,0.7703206806282722,0.0
GWO,TicTacToe,fitness,0.3515235608153965,0.17852154875263304,0.2329380817335661,1.0
GWO,TicTacToe,n_selected_features,4.233333333333333,1.8381754238616317,8.0,0.0
HHO,TicTacToe,accuracy,0.7366433973240256,0.20686637248606263,0.8559500436300175,0.0
HHO,TicTacToe,fitness,0.269093407019585,0.20460673237113836,0.1526094568062827,1.0
HHO,TicTacToe,n_selected_features,6.933333333333334,2.719477073916152,9.0,0.0
OOA,TicTacToe,accuracy,0.7285643906340895,0.2040646162771955,0.8528141361256545,0.0
OOA,TicTacToe,fitness,0.27720273475373275,0.2019802361004956,0.155714005235602,1.0
OOA,TicTacToe,n_selected_features,7.033333333333333,2.344970978261541,9.0,0.0
PSO,TicTacToe,accuracy,0.6473916521233275,0.17929779909826005,0.805900959860384,0.0
PSO,TicTacToe,fitness,0.354378560694202,0.17841286737396364,0.1999358275159976,1.0
PSO,TicTacToe,n_selected_features,4.166666666666667,1.8454147380888546,7.0,0.0
RG-SCSO,TicTacToe,accuracy,0.8201788830715533,0.016691379398016487,0.8559500436300175,0.8016306719022687
RG-SCSO,TicTacToe,fitness,0.18631920205545857,0.015678005572440718,0.1526094568062827,0.2041634125945318
RG-SCSO,TicTacToe,n_selected_features,7.466666666666667,0.8459051693633013,9.0,7.0
RIME,TicTacToe,accuracy,0.6614143397324026,0.18296808904633577,0.7985165794066319,0.0
RIME,TicTacToe,fitness,0.3410886925538103,0.1818073616692725,0.2083574752763233,1.0
RIME,TicTacToe,n_selected_features,4.7,2.208317610006918,8.0,0.0
SCSO,TicTacToe,accuracy,0.668300974403723,0.1872279933452864,0.812107329842932,0.0
SCSO,TicTacToe,fitness,0.33423388719216596,0.1858700397389152,0.1949026323443862,1.0
SCSO,TicTacToe,n_selected_features,4.666666666666667,2.3285665595430642,8.0,0.0
SSA,TicTacToe,accuracy,0.755190154159395,0.21091487248465218,0.8559500436300175,0.0
SSA,TicTacToe,fitness,0.2516580436784952,0.20864221713027145,0.1526094568062827,1.0
SSA,TicTacToe,n_selected_features,7.766666666666667,2.3900255693657804,9.0,0.0
WOA,TicTacToe,accuracy,0.7287465459569518,0.20091676759630434,0.8559500436300175,0.0
WOA,TicTacToe,fitness,0.27746684542854366,0.1990054329185995,0.1526094568062827,1.0
WOA,TicTacToe,n_selected_features,7.433333333333334,2.1860669909426127,9.0,0.0
AOA,Vote,accuracy,0.921554116558742,0.006483717951142729,0.9308973172987974,0.9051803885291396
AOA,Vote,fitness,0.08759892460684543,0.00626809881596918,0.0784116558741905,0.1037798334875115
AOA,Vote,n_selected_features,15.9,0.5385164807134504,16.0,13.0
COA,Vote,accuracy,0.8609250693802035,0.10479011452596125,0.970027752081406,0.5
COA,Vote,fitness,0.14060084798026518,0.10310653187321739,0.0311972710453285,0.495625
COA,Vote,n_selected_features,4.666666666666667,2.6624967396954475,13.0,1.0
ECL-SCSO,Vote,accuracy,0.8869287696577243,0.054999479349412975,0.9567067530064756,0.719703977798335
ECL-SCSO,Vote,fitness,0.11614885137218622,0.053779517730612854,0.0453603145235893,0.2799930619796484
ECL-SCSO,Vote,n_selected_features,6.733333333333333,2.3795424396766327,13.0,3.0
GA,Vote,accuracy,0.8753160653715695,0.021289021339643242,0.9181313598519888,0.8357076780758558
GA,Vote,fitness,0.1297912619488128,0.020222497795179522,0.0872999537465309,0.1676493987049027
GA,Vote,n_selected_features,10.166666666666666,2.05074512203627,13.0,5.0
GWO,Vote,accuracy,0.8824082639531298,0.038205948388278205,0.9441258094357076,0.7979648473635523
GWO,Vote,fitness,0.12154081868640146,0.03774883058092011,0.0584404486586494,0.2025148011100832
GWO,Vote,n_selected_features,8.2,2.0720360357226735,13.0,4.0
HHO,Vote,accuracy,0.1459481961147086,0.2959464443514335,0.9051803885291396,0.0
HHO,Vote,fitness,0.8539696191797718,0.29588257931811734,0.1019964153561516,1.0
HHO,Vote,n_selected_features,0.7333333333333333,2.42120263964465,13.0,0.0
OOA,Vote,accuracy,0.31538390379278447,0.4466786699682814,0.9700277520814062,0.0
OOA,Vote,fitness,0.6851866019118101,0.445894338277827,0.0302975254394078,1.0
OOA,Vote,n_selected_features,1.2,2.5871477215909673,13.0,0.0
PSO,Vote,accuracy,0.8987357385137218,0.032352726873865915,0.956891766882516,0.818686401480111
PSO,Vote,fitness,0.10548078553808199,0.03184541506046472,0.046427150786309,0.1826254625346901
PSO,Vote,n_selected_features,8.366666666666667,2.258071940591993,13.0,5.0
RG-SCSO,Vote,accuracy,0.9740024668516806,0.0013276133316525345,0.9782608695652174,0.9698427382053656
RG-SCSO,Vote,fitness,0.02761255781683618,0.0011141453078819309,0.0233967391304347,0.0304806891766881
RG-SCSO,Vote,n_selected_features,3.0,0.7302967433402214,5.0,1.0
RIME,Vote,accuracy,0.895541165587419,0.03972634243020398,0.9698427382053654,0.819241443108233
RIME,Vote,fitness,0.10814341273512176,0.0397014686235578,0.0311056891766882,0.1827009713228493
RIME,Vote,n_selected_features,7.566666666666666,2.6793448618811446,14.0,2.0
SCSO,Vote,accuracy,0.8929602220166512,0.05378427601114193,0.9654949121184088,0.6887141535615171
SCSO,Vote,fitness,0.11046938020351524,0.05331233006224133,0.0360350370027752,0.3100479879740981
SCSO,Vote,n_selected_features,7.2,2.4684678108764824,13.0,3.0
SSA,Vote,accuracy,0.3159358618563059,0.42201853973079173,0.9697502312673448,0.0
SSA,Vote,fitness,0.6845984967622571,0.4211071645061371,0.0311972710453285,1.0
SSA,Vote,n_selected_features,1.6666666666666667,3.2180049029725786,13.0,0.0
WOA,Vote,accuracy,0.15273203823620107,0.31280537869917724,0.9698427382053656,0.0
WOA,Vote,fitness,0.8472327821461609,0.3126082298150493,0.0304806891766881,1.0
WOA,Vote,n_selected_features,0.7,2.41039415863879,13.0,0.0
AOA,WDBC,accuracy,0.9650354499818868,0.003466052346269335,0.9718987734823784,0.9578015836050304
AOA,WDBC,fitness,0.04451490451793196,0.0034834043251057096,0.037486880919112,0.0517764322310199
AOA,WDBC,n_selected_features,29.7,0.6403124237432849,30.0,27.0
COA,WDBC,accuracy,0.949443150649485,0.01692517503904888,0.968421052631579,0.9034156186927496
COA,WDBC,fitness,0.05480683641256527,0.015744914483029147,0.0359298245614034,0.0979518708275111
COA,WDBC,n_selected_features,14.266666666666667,4.296768811819205,24.0,5.0
ECL-SCSO,WDBC,accuracy,0.9549531646224706,0.011615594523831322,0.9754075454122032,0.9244527247321844
ECL-SCSO,WDBC,fitness,0.04955192257930961,0.01090787505747308,0.0303465300419189,0.0777918025151374
ECL-SCSO,WDBC,n_selected_features,14.866666666666667,2.6923760675078228,20.0,9.0
GA,WDBC,accuracy,0.9502680743155825,0.008397933222765051,0.9648812296227296,0.931423691973296
GA,WDBC,fitness,0.05406793976090664,0.008359008495955948,0.0387675826734978,0.0728905449464368
