algorithm,prior_method,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,8,0.14352461538461544,0.8576923076923076,528,2000,1553.034123333171
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,9,0.14636807692307674,0.8551282051282053,589,2000,1732.5052669998258
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,10,0.13220153846153831,0.8692307692307694,548,2000,1806.3919600001536
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,11,0.12845884615384603,0.8730769230769232,561,2000,1807.9806876247749
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,12,0.14745730769230772,0.8538461538461538,553,2000,1842.2093006670475
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,13,0.14617307692307696,0.8551282051282051,550,2000,1845.3937853751704
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,14,0.1118338461538461,0.8897435897435898,536,2000,1869.1715862080455
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,15,0.13057230769230777,0.8705128205128204,476,2000,1867.8674231669866
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,16,0.13102230769230777,0.8705128205128204,566,2000,1683.3963623750024
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,17,0.14247538461538467,0.8589743589743589,572,2000,1498.0003898749128
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,18,0.16123384615384614,0.8397435897435898,516,2000,1422.415325124748
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,19,0.1628430769230769,0.8384615384615385,584,2000,1409.6986964587122
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,20,0.14742230769230774,0.8538461538461538,546,2000,1381.2949440842494
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,21,0.11325307692307686,0.8884615384615385,566,2000,1380.4451122921892
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,23,0.1958080769230769,0.8051282051282052,577,2000,1375.3916251249611
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,22,0.1297530769230768,0.8717948717948719,566,2000,1424.8229422499426
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,24,0.1297330769230768,0.8717948717948719,562,2000,1311.2852247087285
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,25,0.12844884615384602,0.8730769230769232,559,2000,1301.8260050830431
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,26,0.11310807692307709,0.8884615384615383,537,2000,1345.446765374858
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,27,0.11563653846153839,0.885897435897436,535,2000,1326.520157541614
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,28,0.17907307692307697,0.8217948717948718,530,2000,1341.214304083027
RG-SCSO-ShuffledMI,shuffled_mi,ColonCancer,29,0.1449938461538462,0.8564102564102564,568,2000,1322.38262029225
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,1,0.01680877705324634,0.9857142857142858,952,3571,1303.5584867079742
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,0,0.016850782093851213,0.9857142857142858,967,3571,1321.8222415423952
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,2,0.01684238108573024,0.9857142857142858,964,3571,1410.188208958134
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,3,0.015919126295155395,0.9866666666666667,971,3571,1381.8202061248012
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,5,0.01588272192663117,0.9866666666666667,958,3571,1368.7861950411461
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,4,0.016861983438012512,0.9857142857142858,971,3571,1387.2640678342432
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,6,0.015879921590590845,0.9866666666666667,957,3571,1338.5665911249816
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,7,0.016819978397407637,0.9857142857142858,956,3571,1335.765614459291
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,8,0.015983534024082865,0.9866666666666667,994,3571,1348.1882417080924
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,9,0.01596953234388124,0.9866666666666667,989,3571,1420.6414772500284
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,10,0.015896723606832794,0.9866666666666667,963,3571,1332.2221513330005
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,11,0.016828379405528615,0.9857142857142858,959,3571,1381.7734011248685
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,13,0.01588272192663117,0.9866666666666667,958,3571,1279.5699945832603
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,12,0.01678637436492374,0.9857142857142858,944,3571,1294.0298366248608
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,15,0.01680877705324634,0.9857142857142858,952,3571,1264.149807207752
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,14,0.016864783774052837,0.9857142857142858,972,3571,1305.1041923747398
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,16,0.01600313637636514,0.9866666666666667,1001,3571,1237.3882536673918
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,17,0.01687318478217381,0.9857142857142858,975,3571,1198.4424330000766
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,18,0.016864783774052837,0.9857142857142858,972,3571,997.8504639589228
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,19,0.01684798175781089,0.9857142857142858,966,3571,991.236250041984
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,20,0.016763971676601142,0.9857142857142858,936,3571,991.4463075832464
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,21,0.01684798175781089,0.9857142857142858,966,3571,989.0417264159769
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,22,0.016805976717206014,0.9857142857142858,951,3571,984.8542777500115
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,23,0.015949929991598968,0.9866666666666667,982,3571,982.5640844581649
RG-SCSO-InvertedMI,inverted_mi,Zoo,0,0.03438214285714291,0.9709523809523809,9,16,116.12315495917574
RG-SCSO-InvertedMI,inverted_mi,Zoo,1,0.01615000000000001,0.99,10,16,119.40535037498921
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,24,0.01680317638116569,0.9857142857142858,950,3571,989.9785746666603
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,25,0.016839580749689914,0.9857142857142858,963,3571,991.7161035002209
RG-SCSO-InvertedMI,inverted_mi,Zoo,2,0.025578571428571513,0.9804761904761904,10,16,123.30946166627109
RG-SCSO-InvertedMI,inverted_mi,Zoo,3,0.024953571428571512,0.9804761904761904,9,16,124.27843729173765
RG-SCSO-InvertedMI,inverted_mi,Zoo,4,0.026674999999999907,0.9800000000000001,11,16,134.6002505416982
RG-SCSO-InvertedMI,inverted_mi,Zoo,5,0.025424999999999906,0.9800000000000001,9,16,130.23799108341336
RG-SCSO-InvertedMI,inverted_mi,Zoo,6,0.035950000000000024,0.97,10,16,131.1939924582839
RG-SCSO-InvertedMI,inverted_mi,Zoo,7,0.026828571428571403,0.9804761904761905,12,16,130.94658212503418
RG-SCSO-InvertedMI,inverted_mi,Zoo,8,0.03532500000000002,0.97,9,16,132.2172884591855
RG-SCSO-InvertedMI,inverted_mi,Zoo,9,0.03657499999999992,0.9700000000000001,11,16,132.7843854171224
RG-SCSO-InvertedMI,inverted_mi,Zoo,10,0.026049999999999907,0.9800000000000001,10,16,131.31673845788464
RG-SCSO-InvertedMI,inverted_mi,Zoo,11,0.0329785714285713,0.9704761904761906,6,16,131.87707495875657
RG-SCSO-InvertedMI,inverted_mi,Zoo,12,0.02479999999999991,0.9800000000000001,8,16,131.51038312492892
RG-SCSO-InvertedMI,inverted_mi,Zoo,13,0.026674999999999907,0.9800000000000001,11,16,132.66855337517336
RG-SCSO-InvertedMI,inverted_mi,Zoo,14,0.02479999999999991,0.9800000000000001,8,16,131.63656050013378
RG-SCSO-InvertedMI,inverted_mi,Zoo,15,0.026049999999999907,0.9800000000000001,10,16,136.19352933298796
RG-SCSO-InvertedMI,inverted_mi,Zoo,16,0.026674999999999907,0.9800000000000001,11,16,131.43274474982172
RG-SCSO-InvertedMI,inverted_mi,Zoo,17,0.025424999999999906,0.9800000000000001,9,16,131.9229728328064
RG-SCSO-InvertedMI,inverted_mi,Zoo,18,0.026049999999999907,0.9800000000000001,10,16,131.53848916711286
RG-SCSO-InvertedMI,inverted_mi,Zoo,19,0.03407500000000002,0.97,7,16,132.10194741701707
RG-SCSO-InvertedMI,inverted_mi,Zoo,20,0.01615000000000001,0.99,10,16,131.22325908299536
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,26,0.016833980077609265,0.9857142857142858,961,3571,1177.3748677917756
RG-SCSO-InvertedMI,inverted_mi,Zoo,21,0.037200000000000025,0.97,12,16,134.54659920791164
RG-SCSO-InvertedMI,inverted_mi,Zoo,22,0.025424999999999906,0.9800000000000001,9,16,133.36346208304167
RG-SCSO-InvertedMI,inverted_mi,Zoo,23,0.026049999999999907,0.9800000000000001,10,16,140.78501416603103
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,27,0.016814377725326988,0.9857142857142858,954,3571,1214.396900957916
RG-SCSO-InvertedMI,inverted_mi,Zoo,24,0.026049999999999907,0.9800000000000001,10,16,145.31307345908135
RG-SCSO-InvertedMI,inverted_mi,Zoo,25,0.01615000000000001,0.99,10,16,147.49937704205513
RG-SCSO-InvertedMI,inverted_mi,Zoo,26,0.03594999999999992,0.9700000000000001,10,16,144.77759970817715
RG-SCSO-InvertedMI,inverted_mi,Zoo,27,0.025578571428571402,0.9804761904761905,10,16,142.57636141590774
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,28,0.01686758411009316,0.9857142857142858,973,3571,1259.1532888752408
RG-SCSO-ShuffledMI,shuffled_mi,Leukemia,29,0.016794775373044715,0.9857142857142858,947,3571,1259.7080360422842
RG-SCSO-InvertedMI,inverted_mi,Zoo,28,0.025424999999999906,0.9800000000000001,9,16,142.8624584171921
RG-SCSO-InvertedMI,inverted_mi,Zoo,29,0.026674999999999907,0.9800000000000001,11,16,132.4439644580707
RG-SCSO-InvertedMI,inverted_mi,Sonar,0,0.127006968641115,0.8797909407665505,48,60,951.7215598747134
RG-SCSO-InvertedMI,inverted_mi,Sonar,1,0.1255586527293844,0.8799070847851336,40,60,945.0859079998918
RG-SCSO-InvertedMI,inverted_mi,Sonar,2,0.12540360046457613,0.8795586527293844,37,60,940.2700048331171
RG-SCSO-InvertedMI,inverted_mi,Sonar,3,0.11556678281068522,0.8896631823461092,38,60,943.3110763332807
RG-SCSO-InvertedMI,inverted_mi,Sonar,4,0.1298763066202091,0.8753774680603948,39,60,946.7108873752877
RG-SCSO-InvertedMI,inverted_mi,Sonar,5,0.1170150987224158,0.8895470383275261,46,60,946.1479099579155
RG-SCSO-InvertedMI,inverted_mi,Sonar,6,0.11538327526132401,0.8885017421602788,30,60,942.5984167498536
RG-SCSO-InvertedMI,inverted_mi,Sonar,7,0.1440191637630662,0.8610917537746806,39,60,940.9712890409864
RG-SCSO-InvertedMI,inverted_mi,Sonar,8,0.12512195121951222,0.8796747967479674,36,60,936.4979157079943
RG-SCSO-InvertedMI,inverted_mi,Sonar,9,0.13571718931475027,0.870150987224158,43,60,934.4813965829089
RG-SCSO-InvertedMI,inverted_mi,Sonar,10,0.14003484320557497,0.8656213704994192,42,60,927.4241881659254
RG-SCSO-InvertedMI,inverted_mi,Sonar,11,0.13060627177700346,0.8751451800232288,42,60,928.610323541332
RG-SCSO-InvertedMI,inverted_mi,Sonar,12,0.13555052264808362,0.870150987224158,42,60,927.5831882921048
RG-SCSO-InvertedMI,inverted_mi,Sonar,13,0.1443641114982579,0.8607433217189314,39,60,927.9124157917686
RG-SCSO-InvertedMI,inverted_mi,Sonar,14,0.09760627177700357,0.908478513356562,42,60,923.7548220837489
RG-SCSO-InvertedMI,inverted_mi,Sonar,15,0.12149941927990703,0.8850174216027875,46,60,922.7661847919226
RG-SCSO-InvertedMI,inverted_mi,Sonar,16,0.12949128919860634,0.8752613240418118,36,60,888.5484772920609
RG-SCSO-InvertedMI,inverted_mi,Sonar,17,0.11496341463414637,0.8894308943089431,33,60,888.4375308747403
RG-SCSO-InvertedMI,inverted_mi,Sonar,18,0.1210743321718932,0.8844367015098722,40,60,886.2075000000186
RG-SCSO-InvertedMI,inverted_mi,Sonar,19,0.13991986062717773,0.8657375145180023,42,60,887.1575307920575
RG-SCSO-InvertedMI,inverted_mi,Sonar,20,0.1165783972125436,0.88931475029036,42,60,889.3255488327704
RG-SCSO-InvertedMI,inverted_mi,Sonar,21,0.1441056910569106,0.8601626016260162,34,60,887.3651177091524
RG-SCSO-InvertedMI,inverted_mi,Sonar,22,0.1310662020905924,0.8746806039488966,42,60,884.4014325002208
RG-SCSO-InvertedMI,inverted_mi,Sonar,23,0.14000638792102216,0.8648083623693379,37,60,884.2818631660193
RG-SCSO-InvertedMI,inverted_mi,Sonar,24,0.13532055749128916,0.8703832752613241,42,60,870.7777896248735
RG-SCSO-InvertedMI,inverted_mi,Sonar,25,0.129657955865273,0.8752613240418118,37,60,872.0052625420503
RG-SCSO-InvertedMI,inverted_mi,Sonar,26,0.1189477351916376,0.8849012775842044,30,60,867.8263720003888
RG-SCSO-InvertedMI,inverted_mi,Sonar,27,0.12662195121951222,0.8796747967479674,45,60,870.4001796250232
RG-SCSO-InvertedMI,inverted_mi,Sonar,28,0.12544367015098729,0.8800232288037165,40,60,872.53665274987
RG-SCSO-InvertedMI,inverted_mi,Sonar,29,0.11999941927990702,0.8850174216027875,37,60,872.5559357497841
RG-SCSO-InvertedMI,inverted_mi,WDBC,0,0.02664042850489043,0.9771308802980905,12,30,981.3465048749931
RG-SCSO-InvertedMI,inverted_mi,WDBC,1,0.030028566992702933,0.9753920198726906,17,30,1134.7191324583255
RG-SCSO-InvertedMI,inverted_mi,WDBC,6,0.032486880919112046,0.9718987734823784,14,30,868.4409743328579
RG-SCSO-InvertedMI,inverted_mi,WDBC,5,0.026958391554106436,0.9771464058376029,13,30,913.5618328750134
RG-SCSO-InvertedMI,inverted_mi,WDBC,2,0.028276354603322444,0.9771619313771154,17,30,1113.4975540409796
RG-SCSO-InvertedMI,inverted_mi,WDBC,4,0.031765409097966206,0.9736376339077782,17,30,1130.008890083991
RG-SCSO-InvertedMI,inverted_mi,WDBC,3,0.0320833721471821,0.9736531594472908,18,30,1133.9081211248413
RG-SCSO-InvertedMI,inverted_mi,WDBC,7,0.028655798789007973,0.9771153547585778,18,30,1132.5013261670247
RG-SCSO-InvertedMI,inverted_mi,WDBC,9,0.025554882782176713,0.9789007918025151,14,30,916.4504891252145
RG-SCSO-InvertedMI,inverted_mi,WDBC,8,0.02859431765253856,0.9771774569166277,18,30,1108.950930791907
RG-SCSO-InvertedMI,inverted_mi,WDBC,10,0.029361900326036267,0.9753920198726906,15,30,1050.4287856253795
RG-SCSO-InvertedMI,inverted_mi,WDBC,11,0.026539512498059168,0.9789163173420278,17,30,1088.929254209157
RG-SCSO-InvertedMI,inverted_mi,WDBC,15,0.02594302126998911,0.9771619313771154,10,30,966.2809410421178
RG-SCSO-InvertedMI,inverted_mi,WDBC,14,0.02717543859649107,0.9789473684210528,19,30,1046.988319749944
RG-SCSO-InvertedMI,inverted_mi,WDBC,13,0.025872845831392502,0.9789163173420278,15,30,1123.4034619997256
RG-SCSO-InvertedMI,inverted_mi,WDBC,12,0.027508771929824406,0.9789473684210528,20,30,1188.0603882502764
RG-SCSO-InvertedMI,inverted_mi,WDBC,17,0.025105263157894797,0.9807017543859649,18,30,1123.593799166847
RG-SCSO-InvertedMI,inverted_mi,WDBC,16,0.027857475547275284,0.9789318428815401,21,30,1161.4176849159412
RG-SCSO-InvertedMI,inverted_mi,WDBC,19,0.024585623350411475,0.9788697407234901,11,30,956.2138283341192
RG-SCSO-InvertedMI,inverted_mi,WDBC,18,0.02794302126998911,0.9771619313771154,16,30,1175.5773564996198
RG-SCSO-InvertedMI,inverted_mi,WDBC,20,0.028291724887439768,0.9771464058376029,17,30,1172.8053275411949
RG-SCSO-InvertedMI,inverted_mi,WDBC,21,0.026872845831392503,0.9789163173420278,18,30,1176.8177406247705
RG-SCSO-InvertedMI,inverted_mi,WDBC,22,0.02897376183822398,0.9771308802980903,19,30,1207.9352427083068
RG-SCSO-InvertedMI,inverted_mi,WDBC,23,0.026554882782176714,0.9789007918025151,17,30,1204.2198056662455
RG-SCSO-InvertedMI,inverted_mi,WDBC,25,0.026539512498059168,0.9789163173420278,17,30,1184.7744254576974
RG-SCSO-InvertedMI,inverted_mi,WDBC,24,0.028625058220773103,0.9771464058376029,18,30,1190.536376874894
RG-SCSO-InvertedMI,inverted_mi,WDBC,26,0.02419080888060862,0.9789318428815401,10,30,975.3504774579778
RG-SCSO-InvertedMI,inverted_mi,WDBC,27,0.026554882782176714,0.9789007918025151,17,30,1609.0848257923499
RG-SCSO-InvertedMI,inverted_mi,WDBC,28,0.024857475547275285,0.9789318428815401,12,30,1546.0648327083327
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,0,0.18259230769230772,0.8205128205128205,980,2000,1510.7410323331133
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,1,0.23024461538461535,0.7743589743589744,1372,2000,1517.0468623330817
RG-SCSO-InvertedMI,inverted_mi,WDBC,29,0.028206179164725835,0.9789163173420278,22,30,1668.7242032079957
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,2,0.15189230769230774,0.8538461538461538,1440,2000,1527.2307120831683
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,3,0.19865884615384613,0.8064102564102564,1401,2000,1526.7002475420013
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,4,0.16822730769230768,0.8371794871794872,1407,2000,1529.8839777498506
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,5,0.24223615384615388,0.7602564102564102,978,2000,1051.1756655410863
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,6,0.18490730769230773,0.8205128205128205,1443,2000,1028.3372711250558
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,7,0.13066884615384625,0.873076923076923,1003,2000,1027.8749329997227
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,8,0.16418461538461537,0.841025641025641,1360,2000,1030.9214662089944
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,9,0.2292153846153846,0.7756410256410257,1420,2000,1031.5875898748636
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,11,0.16230961538461539,0.841025641025641,985,2000,1025.0133101670071
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,10,0.18117307692307685,0.8217948717948719,950,2000,1026.1595339998603
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,12,0.18340807692307684,0.8217948717948719,1397,2000,1031.4062543748878
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,13,0.19714461538461536,0.8076923076923077,1352,2000,1044.2648994592018
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,14,0.14578461538461543,0.8576923076923076,980,2000,1055.3605335419998
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,15,0.1822588461538462,0.823076923076923,1421,2000,1066.8945328341797
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,16,0.1961703846153845,0.8089743589743591,1411,2000,1074.1104015843011
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,17,0.1941003846153846,0.808974358974359,997,2000,1075.2428392921574
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,18,0.1998880769230769,0.8051282051282052,1393,2000,1077.2232333328575
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,19,0.21641307692307682,0.7884615384615385,1398,2000,1077.8075667498633
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,20,0.1800788461538461,0.8230769230769232,985,2000,1077.0680663338862
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,21,0.15199230769230773,0.8538461538461538,1460,2000,1061.378437208943
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,22,0.16584884615384615,0.8397435897435898,1439,2000,1050.5096748750657
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,23,0.231728846153846,0.7730769230769232,1415,2000,1036.1164962081239
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,24,0.18139307692307685,0.8217948717948719,994,2000,1029.6210373328067
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,25,0.1786546153846154,0.8243589743589743,954,2000,1028.2104635410942
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,27,0.1979180769230769,0.8051282051282052,999,2000,1023.670069207903
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,26,0.15052307692307695,0.8551282051282051,1420,2000,1025.4841446247883
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,28,0.24726307692307684,0.7551282051282052,968,2000,1030.6887362082489
RG-SCSO-InvertedMI,inverted_mi,ColonCancer,29,0.1787846153846153,0.8243589743589744,980,2000,1052.828886833042
RG-SCSO-InvertedMI,inverted_mi,Leukemia,0,0.03237506100732081,0.9723809523809525,1797,3571,1089.719833749812
RG-SCSO-InvertedMI,inverted_mi,Leukemia,1,0.01914705764691758,0.9857142857142858,1787,3571,1087.7382879997604
RG-SCSO-InvertedMI,inverted_mi,Leukemia,2,0.032207040844901315,0.9723809523809525,1737,3571,1088.4206735840999
RG-SCSO-InvertedMI,inverted_mi,Leukemia,3,0.03232745529463528,0.9723809523809525,1780,3571,1090.8649127501994
RG-SCSO-InvertedMI,inverted_mi,Leukemia,5,0.01810338840660877,0.9866666666666667,1751,3571,1089.4942886657082
RG-SCSO-InvertedMI,inverted_mi,Leukemia,4,0.019032243869264262,0.9857142857142858,1746,3571,1090.9495178749785
RG-SCSO-InvertedMI,inverted_mi,Leukemia,6,0.018111789414729743,0.9866666666666667,1754,3571,1100.670906541869
RG-SCSO-InvertedMI,inverted_mi,Leukemia,7,0.019082649917990108,0.9857142857142858,1764,3571,1093.1713954173028
RG-SCSO-InvertedMI,inverted_mi,Leukemia,8,0.03222664319718359,0.9723809523809525,1744,3571,1091.0253178752027
RG-SCSO-InvertedMI,inverted_mi,Leukemia,9,0.03149101092131051,0.9733333333333334,1818,3571,1087.9398617502302
RG-SCSO-InvertedMI,inverted_mi,Leukemia,11,0.033172300676081026,0.9714285714285715,1745,3571,1086.5256000002846
RG-SCSO-InvertedMI,inverted_mi,Leukemia,10,0.03219863983678034,0.9723809523809525,1734,3571,1136.645989459008
RG-SCSO-InvertedMI,inverted_mi,Leukemia,12,0.018928631435772243,0.9857142857142858,1709,3571,1083.0344360000454
RG-SCSO-InvertedMI,inverted_mi,Leukemia,13,0.018117390086810393,0.9866666666666667,1756,3571,1083.1511524999514
RG-SCSO-InvertedMI,inverted_mi,Leukemia,14,0.03518574228907459,0.9714285714285715,2464,3571,1075.0035965833813
RG-SCSO-InvertedMI,inverted_mi,Leukemia,15,0.019175061007320828,0.9857142857142858,1797,3571,1075.0959125412628
RG-SCSO-InvertedMI,inverted_mi,Leukemia,16,0.032159435132215794,0.9723809523809525,1720,3571,1066.7570720408112
RG-SCSO-InvertedMI,inverted_mi,Leukemia,17,0.03218743849261904,0.9723809523809525,1730,3571,1068.4028500001878
RG-SCSO-InvertedMI,inverted_mi,Leukemia,18,0.01900704084490134,0.9857142857142858,1737,3571,1068.386336167343
RG-SCSO-InvertedMI,inverted_mi,Leukemia,19,0.019121854622554658,0.9857142857142858,1778,3571,1067.9362720409408
RG-SCSO-InvertedMI,inverted_mi,Leukemia,20,0.01904344521342556,0.9857142857142858,1750,3571,1064.3529335837811
RG-SCSO-InvertedMI,inverted_mi,Leukemia,21,0.0191946633596031,0.9857142857142858,1804,3571,1065.3128726668656
RG-SCSO-InvertedMI,inverted_mi,Leukemia,22,0.021065287834540095,0.9857142857142858,2472,3571,1076.067139166873
RG-SCSO-InvertedMI,inverted_mi,Leukemia,23,0.032319054286514305,0.9723809523809525,1777,3571,1057.8577121668495
RG-SCSO-InvertedMI,inverted_mi,Leukemia,24,0.019023842861143288,0.9857142857142858,1743,3571,1042.4087649169378
RG-SCSO-InvertedMI,inverted_mi,Leukemia,25,0.034298891867023965,0.9723809523809525,2484,3571,1017.258322250098
RG-SCSO-InvertedMI,inverted_mi,Leukemia,26,0.019004240508861014,0.9857142857142858,1736,3571,1001.1493472079746
RG-SCSO-InvertedMI,inverted_mi,Leukemia,27,0.019018242189062638,0.9857142857142858,1741,3571,992.8624181253836
RG-SCSO-InvertedMI,inverted_mi,Leukemia,29,0.018934232107852892,0.9857142857142858,1711,3571,978.8409485840239
RG-SCSO-InvertedMI,inverted_mi,Leukemia,28,0.020897267672120603,0.9857142857142858,2412,3571,982.6280485000461
