algorithm,dataset,run_id,accuracy,n_selected_features,target_k
ConcreteAE,WDBC,27,0.9525539512498058,11,12
ConcreteAE,WDBC,28,0.9683744760130415,12,12
ConcreteAE,WDBC,29,0.9490141282409563,10,12
ConcreteAE,WaveformEW,0,0.8006,10,16
ConcreteAE,WaveformEW,1,0.8158,12,16
ConcreteAE,WaveformEW,2,0.7906,12,16
ConcreteAE,WaveformEW,3,0.7508,11,16
ConcreteAE,WaveformEW,4,0.7651999999999999,9,16
ConcreteAE,WaveformEW,5,0.7300000000000001,11,16
ConcreteAE,WaveformEW,6,0.7904000000000001,12,16
ConcreteAE,WaveformEW,7,0.7986000000000001,9,16
ConcreteAE,WaveformEW,8,0.7962,12,16
ConcreteAE,WaveformEW,9,0.7806,11,16
ConcreteAE,WaveformEW,10,0.7702,10,16
ConcreteAE,WaveformEW,11,0.7692,10,16
ConcreteAE,WaveformEW,12,0.8176,11,16
ConcreteAE,WaveformEW,13,0.7654,10,16
ConcreteAE,WaveformEW,14,0.7587999999999999,11,16
ConcreteAE,WaveformEW,15,0.7776000000000001,8,16
ConcreteAE,WaveformEW,16,0.8001999999999999,12,16
ConcreteAE,WaveformEW,17,0.806,11,16
ConcreteAE,WaveformEW,18,0.799,12,16
ConcreteAE,WaveformEW,19,0.7804,12,16
ConcreteAE,WaveformEW,20,0.7438,10,16
ConcreteAE,WaveformEW,21,0.8220000000000001,13,16
ConcreteAE,WaveformEW,22,0.7916000000000001,10,16
ConcreteAE,WaveformEW,23,0.7992,10,16
ConcreteAE,WaveformEW,24,0.8048,12,16
ConcreteAE,WaveformEW,25,0.796,12,16
ConcreteAE,WaveformEW,26,0.807,11,16
ConcreteAE,WaveformEW,27,0.8056000000000001,14,16
ConcreteAE,WaveformEW,28,0.7838,10,16
ConcreteAE,WaveformEW,29,0.7697999999999999,11,16
ConcreteAE,Zoo,2,0.8314285714285715,5,7
ConcreteAE,Zoo,3,0.7523809523809524,5,7
ConcreteAE,Zoo,4,0.8804761904761905,5,7
ConcreteAE,Zoo,5,0.9104761904761904,6,7
ConcreteAE,Zoo,6,0.8514285714285714,6,7
ConcreteAE,Zoo,7,0.8523809523809524,4,7
ConcreteAE,Zoo,8,0.910952380952381,7,7
ConcreteAE,Zoo,9,0.821904761904762,6,7
ConcreteAE,Zoo,10,0.8909523809523809,6,7
ConcreteAE,Zoo,11,0.8614285714285714,5,7
ConcreteAE,Zoo,12,0.8714285714285713,5,7
ConcreteAE,Zoo,13,0.891904761904762,7,7
ConcreteAE,Zoo,14,0.8319047619047619,5,7
ConcreteAE,Zoo,15,0.8714285714285716,5,7
ConcreteAE,Zoo,16,0.8709523809523809,6,7
ConcreteAE,Zoo,17,0.8914285714285715,6,7
ConcreteAE,Zoo,18,0.8814285714285715,6,7
ConcreteAE,Zoo,19,0.8909523809523809,6,7
ConcreteAE,Zoo,20,0.9114285714285714,5,7
ConcreteAE,Zoo,21,0.8028571428571428,6,7
ConcreteAE,Zoo,22,0.9104761904761904,5,7
ConcreteAE,Zoo,23,0.9404761904761905,7,7
ConcreteAE,Zoo,24,0.9014285714285715,6,7
ConcreteAE,Zoo,25,0.8414285714285713,6,7
ConcreteAE,Zoo,26,0.8909523809523809,6,7
ConcreteAE,Zoo,27,0.8614285714285714,4,7
ConcreteAE,Zoo,28,0.8509523809523809,6,7
ConcreteAE,Zoo,29,0.8714285714285716,5,7
